condition,split,protein,protein_length,eligible_start_index_0based,eligible_end_index_0based_exclusive,terminal_exclusion_used,n_flexibility_supporting_bands,n_rigidity_supporting_bands,n_total_bands,profile_identity_max_abs_error
esm3_top4_bilstm_attn,train,2y39_A,118,1,117,0,1,1,2,7.704289650689589e-09
esm3_top4_bilstm_attn,train,2y3w_A,182,1,181,0,7,6,13,3.833722117541072e-09
esm3_top4_bilstm_attn,train,2y4x_B,93,1,92,0,4,3,7,2.3701119289398775e-08
esm3_top4_bilstm_attn,train,2ycl_A,445,1,444,0,15,13,28,2.2137152111412206e-09
esm3_top4_bilstm_attn,train,2yjg_A,436,1,435,0,15,14,29,7.980105465321685e-09
esm3_top4_bilstm_attn,train,2yp8_A,503,1,502,0,10,9,19,1.0833307584334761e-09
esm3_top4_bilstm_attn,train,2ysk_A,145,1,144,0,3,4,7,5.81555603673678e-09
esm3_top4_bilstm_attn,train,2yvo_A,182,1,181,0,4,4,8,1.977727492885606e-08
esm3_top4_bilstm_attn,train,2yvq_A,143,1,142,0,4,4,8,5.227356769665903e-09
esm3_top4_bilstm_attn,train,2yxn_A,322,1,321,0,8,8,16,6.765263904640051e-09
esm3_top4_bilstm_attn,train,2yzt_A,67,1,66,0,2,1,3,5.3000768218680605e-09
esm3_top4_bilstm_attn,train,2z0j_E,237,1,236,0,8,7,15,7.578462302149092e-09
esm3_top4_bilstm_attn,train,2z4u_A,261,1,260,0,8,7,15,1.6568577621001168e-09
esm3_top4_bilstm_attn,train,2z6r_A,265,1,264,0,8,8,16,6.4741731975459516e-09
esm3_top4_bilstm_attn,train,2z7f_I,50,1,49,0,2,1,3,7.82400100263203e-09
esm3_top4_bilstm_attn,train,2znr_A,178,1,177,0,6,5,11,5.7845048750948536e-09
esm3_top4_bilstm_attn,train,2zwd_A,281,1,280,0,6,6,12,3.110538493444892e-09
esm3_top4_bilstm_attn,train,2zzd_E,157,1,156,0,3,3,6,4.0506074050483676e-09
esm3_top4_bilstm_attn,train,3a1g_A,80,1,79,0,1,0,1,7.409894919874205e-09
esm3_top4_bilstm_attn,train,3a1g_B,40,1,39,0,1,0,1,2.2592286930134264e-09
esm3_top4_bilstm_attn,train,3a1u_A,258,1,257,0,6,6,12,2.6843407496812688e-09
esm3_top4_bilstm_attn,train,3a39_A,83,1,82,0,2,2,4,9.329873318364434e-09
esm3_top4_bilstm_attn,train,3a7l_A,128,1,127,0,4,3,7,5.95920468526856e-09
esm3_top4_bilstm_attn,train,3aa6_B,244,1,243,0,6,6,12,3.8642049560166924e-09
esm3_top4_bilstm_attn,train,3agn_A,114,1,113,0,3,3,6,5.2763406976907845e-09
esm3_top4_bilstm_attn,train,3ajf_A,94,1,93,0,3,3,6,9.557189706299596e-09
esm3_top4_bilstm_attn,train,3apr_E,325,1,324,0,14,13,27,7.8239725809226e-09
esm3_top4_bilstm_attn,train,3b4q_B,94,1,93,0,3,2,5,6.8223842131232004e-09
esm3_top4_bilstm_attn,train,3b9q_A,302,1,301,0,8,8,16,4.688587296186597e-09
esm3_top4_bilstm_attn,train,3bn0_A,112,1,111,0,4,4,8,7.967759785287853e-09
esm3_top4_bilstm_attn,train,3boe_A,210,1,209,0,5,4,9,1.9372135007245106e-09
esm3_top4_bilstm_attn,train,3bpj_B,80,1,79,0,2,1,3,5.616591636226076e-09
esm3_top4_bilstm_attn,train,3bqk_A,360,1,359,0,6,6,12,2.6204132197449326e-09
esm3_top4_bilstm_attn,train,3bwu_D,125,1,124,0,4,3,7,5.9807412355894485e-09
esm3_top4_bilstm_attn,train,3bzl_D,83,1,82,0,3,2,5,2.4477948556977935e-08
esm3_top4_bilstm_attn,train,3bzn_A,431,1,430,0,14,14,28,2.0094273467385904e-09
esm3_top4_bilstm_attn,train,3c05_A,62,1,61,0,2,1,3,2.790750031067546e-08
esm3_top4_bilstm_attn,train,3c0f_B,91,1,90,0,2,3,5,5.693086890801169e-09
esm3_top4_bilstm_attn,train,3c1q_B,123,1,122,0,3,2,5,1.3740214299673426e-08
esm3_top4_bilstm_attn,train,3c2q_B,345,1,344,0,9,9,18,3.2419293916063907e-09
esm3_top4_bilstm_attn,train,3c8w_C,255,1,254,0,6,5,11,7.96027554983425e-09
esm3_top4_bilstm_attn,train,3c9p_A,123,1,122,0,3,3,6,6.167098831610929e-09
esm3_top4_bilstm_attn,train,3cjs_B,72,1,71,0,2,1,3,9.114220933525985e-09
esm3_top4_bilstm_attn,train,3crv_A,551,1,550,0,12,12,24,7.917670963308865e-10
esm3_top4_bilstm_attn,train,3czz_B,101,1,100,0,2,2,4,8.991536848412807e-09
esm3_top4_bilstm_attn,train,3d1g_A,366,1,365,0,11,9,20,3.232977441314233e-09
esm3_top4_bilstm_attn,train,3d2q_A,70,1,69,0,2,1,3,1.1411554368123689e-08
esm3_top4_bilstm_attn,train,3d7a_B,138,1,137,0,4,5,9,2.0449444804171435e-08
esm3_top4_bilstm_attn,train,3dai_A,130,1,129,0,2,2,4,1.8114359789933587e-08
esm3_top4_bilstm_attn,train,3dan_A,473,1,472,0,15,14,29,2.1962740515135692e-09
esm3_top4_bilstm_attn,train,3dha_A,254,1,253,0,8,8,16,1.4444354157205908e-08
esm3_top4_bilstm_attn,train,3djl_A,541,1,540,0,12,11,23,2.6190001278791897e-09
esm3_top4_bilstm_attn,train,3dnh_B,258,1,257,0,8,8,16,4.193274172337169e-09
esm3_top4_bilstm_attn,train,3do6_A,543,1,542,0,15,13,28,2.040447144580071e-09
esm3_top4_bilstm_attn,train,3dso_A,74,1,73,0,3,2,5,4.845325030089498e-09
esm3_top4_bilstm_attn,train,3e0z_A,109,1,108,0,3,3,6,6.025505427942335e-09
esm3_top4_bilstm_attn,train,3e4w_B,320,1,319,0,10,9,19,3.31856830904087e-09
esm3_top4_bilstm_attn,train,3e9v_A,120,1,119,0,2,2,4,5.612756925899021e-09
esm3_top4_bilstm_attn,train,3ebh_A,889,1,888,0,25,24,49,1.8639507715079162e-09
esm3_top4_bilstm_attn,train,3eh1_A,751,1,750,0,18,18,36,4.395944053214862e-09
esm3_top4_bilstm_attn,train,3emi_A,116,1,115,0,3,1,4,6.737517210808619e-09
esm3_top4_bilstm_attn,train,3eoj_A,366,1,365,0,14,13,27,3.911313051219167e-09
esm3_top4_bilstm_attn,train,3eqx_A,373,1,372,0,9,9,18,2.43493603058198e-09
esm3_top4_bilstm_attn,train,3eto_A,242,1,241,0,6,5,11,2.2453455761350938e-09
esm3_top4_bilstm_attn,train,3eye_A,168,1,167,0,6,4,10,5.551049397922725e-09
esm3_top4_bilstm_attn,train,3ezu_A,342,1,341,0,8,8,16,9.301356129753913e-09
esm3_top4_bilstm_attn,train,3f0o_B,212,1,211,0,5,6,11,5.106498335294418e-09
esm3_top4_bilstm_attn,train,3f0p_A,212,1,211,0,5,6,11,5.106498335294418e-09
esm3_top4_bilstm_attn,train,3fbl_A,82,1,81,0,1,0,1,4.6154582378221676e-09
esm3_top4_bilstm_attn,train,3fcn_A,164,1,163,0,3,3,6,1.1562992341396239e-08
esm3_top4_bilstm_attn,train,3fh2_A,146,1,145,0,3,3,6,7.376116606394589e-09
esm3_top4_bilstm_attn,train,3fhf_A,214,1,213,0,7,7,14,6.6319323366315075e-09
esm3_top4_bilstm_attn,train,3fm2_A,135,1,134,0,5,3,8,1.3706070944863313e-08
esm3_top4_bilstm_attn,train,3fo8_D,283,1,282,0,10,9,19,3.2685454343095444e-09
esm3_top4_bilstm_attn,train,3fp5_A,106,1,105,0,1,1,2,2.0097630226700858e-08
esm3_top4_bilstm_attn,train,3fpn_A,119,1,118,0,3,4,7,4.643127216041876e-09
esm3_top4_bilstm_attn,train,3fyb_A,104,1,103,0,4,3,7,3.610094778672135e-09
esm3_top4_bilstm_attn,train,3g06_A,622,1,621,0,15,12,27,2.444654256805734e-09
esm3_top4_bilstm_attn,train,3g0m_A,141,1,140,0,3,4,7,1.1846515768354493e-08
esm3_top4_bilstm_attn,train,3g28_A,77,1,76,0,1,1,2,7.033043036841491e-09
esm3_top4_bilstm_attn,train,3g3s_B,249,1,248,0,10,9,19,6.78555522881652e-09
esm3_top4_bilstm_attn,train,3g5t_A,299,1,298,0,9,8,17,1.7152566034184247e-09
esm3_top4_bilstm_attn,train,3g98_B,111,1,110,0,5,5,10,7.784102251662262e-09
esm3_top4_bilstm_attn,train,3ga3_A,133,1,132,0,3,2,5,9.93904514245969e-09
esm3_top4_bilstm_attn,train,3gmv_X,156,1,155,0,5,5,10,4.551908849848019e-09
esm3_top4_bilstm_attn,train,3gqv_A,371,1,370,0,11,10,21,2.5534701020291095e-09
esm3_top4_bilstm_attn,train,3gs9_A,342,1,341,0,8,8,16,4.471523595839244e-09
esm3_top4_bilstm_attn,train,3gwi_A,170,1,169,0,3,3,6,1.983393005389189e-08
esm3_top4_bilstm_attn,train,3h0n_A,188,1,187,0,3,2,5,2.237168894581032e-09
esm3_top4_bilstm_attn,train,3h1d_A,405,1,404,0,14,13,27,2.991144665287493e-09
esm3_top4_bilstm_attn,train,3h1w_A,393,1,392,0,14,11,25,2.0052777216506e-09
esm3_top4_bilstm_attn,train,3h5q_A,436,1,435,0,13,14,27,3.124839054180484e-09
esm3_top4_bilstm_attn,train,3h8t_A,191,1,190,0,7,6,13,9.276320156459406e-09
esm3_top4_bilstm_attn,train,3hdj_B,313,1,312,0,9,10,19,2.6595565749687466e-09
esm3_top4_bilstm_attn,train,3hfw_A,357,1,356,0,8,8,16,3.6386529345122653e-09
esm3_top4_bilstm_attn,train,3hgl_A,85,1,84,0,3,2,5,8.06103983563844e-09
esm3_top4_bilstm_attn,train,3hms_A,101,1,100,0,2,2,4,5.648607803721006e-09
esm3_top4_bilstm_attn,train,3ho6_A,267,1,266,0,5,5,10,1.8951968883129666e-09
esm3_top4_bilstm_attn,train,3ib5_A,348,1,347,0,8,8,16,6.677890684869681e-09
esm3_top4_bilstm_attn,train,3ig9_C,78,1,77,0,2,1,3,8.378321147972656e-09
esm3_top4_bilstm_attn,train,3ii2_A,157,1,156,0,3,4,7,2.3772239732267053e-09
esm3_top4_bilstm_attn,train,3iiu_M,151,1,150,0,4,3,7,3.958915306689903e-09
esm3_top4_bilstm_attn,train,3ijw_A,268,1,267,0,8,7,15,3.5515768104232848e-09
esm3_top4_bilstm_attn,train,3ikw_A,374,1,373,0,9,8,17,2.9832357695269707e-09
esm3_top4_bilstm_attn,train,3ilw_A,470,1,469,0,10,11,21,2.559537914947896e-09
esm3_top4_bilstm_attn,train,3im1_A,328,1,327,0,9,9,18,1.9563569653158197e-09
esm3_top4_bilstm_attn,train,3im3_A,50,1,49,0,1,0,1,1.619582690182142e-08
esm3_top4_bilstm_attn,train,3ipf_A,71,1,70,0,2,2,4,8.671095397261297e-09
esm3_top4_bilstm_attn,train,3it4_B,205,1,204,0,7,7,14,8.45803960203284e-09
esm3_top4_bilstm_attn,train,3it4_C,199,1,198,0,5,4,9,1.2199400600820809e-08
esm3_top4_bilstm_attn,train,3jsy_B,213,1,212,0,6,7,13,1.0824625196192983e-08
esm3_top4_bilstm_attn,train,3ju4_A,670,1,669,0,23,21,44,2.5349891075165942e-09
esm3_top4_bilstm_attn,train,3jv1_A,182,1,181,0,7,7,14,3.930375358507376e-09
esm3_top4_bilstm_attn,train,3jz9_A,197,1,196,0,4,5,9,3.6947500614559203e-09
esm3_top4_bilstm_attn,train,3k5j_A,183,1,182,0,6,6,12,5.2773831971109075e-09
esm3_top4_bilstm_attn,train,3ka5_A,65,1,64,0,1,1,2,5.612960762846342e-09
esm3_top4_bilstm_attn,train,3kbb_A,216,1,215,0,7,7,14,7.592723783034216e-09
esm3_top4_bilstm_attn,train,3kby_A,145,1,144,0,2,1,3,3.653149116544796e-09
esm3_top4_bilstm_attn,train,3kd4_A,506,1,505,0,17,16,33,1.9797992134584774e-09
esm3_top4_bilstm_attn,train,3kde_C,77,1,76,0,3,2,5,1.0430920127646459e-08
esm3_top4_bilstm_attn,train,3klr_A,125,1,124,0,4,2,6,1.3427159828438562e-08
esm3_top4_bilstm_attn,train,3kz5_E,52,1,51,0,1,0,1,8.727426781263148e-09
esm3_top4_bilstm_attn,train,3kz7_A,119,1,118,0,3,2,5,4.933401243079061e-09
esm3_top4_bilstm_attn,train,3l32_A,45,1,44,0,1,0,1,3.730705522286826e-09
esm3_top4_bilstm_attn,train,3l4h_A,109,1,108,0,3,3,6,8.078826496671354e-09
esm3_top4_bilstm_attn,train,3l4p_A,907,1,906,0,22,23,45,9.655148902609767e-10
esm3_top4_bilstm_attn,train,3l51_B,166,1,165,0,6,5,11,1.029559371090727e-08
esm3_top4_bilstm_attn,train,3l9a_X,88,1,87,0,4,3,7,2.0367498798634642e-09
esm3_top4_bilstm_attn,train,3lae_A,81,1,80,0,2,2,4,1.29212232025111e-08
esm3_top4_bilstm_attn,train,3las_B,166,1,165,0,4,3,7,1.2893154099913318e-08
esm3_top4_bilstm_attn,train,3ldu_A,385,1,384,0,9,10,19,3.009697380207399e-09
esm3_top4_bilstm_attn,train,3let_B,314,1,313,0,8,9,17,1.7912211713877468e-09
esm3_top4_bilstm_attn,train,3lgb_B,194,1,193,0,5,5,10,3.3590645820424925e-09
esm3_top4_bilstm_attn,train,3lk7_A,451,1,450,0,16,15,31,6.435197263954251e-09
esm3_top4_bilstm_attn,train,3lkt_Q,238,1,237,0,6,5,11,9.131541744977767e-09
esm3_top4_bilstm_attn,train,3ll7_A,410,1,409,0,11,11,22,3.9814604946286636e-09
esm3_top4_bilstm_attn,train,3lpc_A,340,1,339,0,9,7,16,2.313924163388492e-09
esm3_top4_bilstm_attn,train,3lpe_B,59,1,58,0,2,2,4,1.2403006621752866e-08
esm3_top4_bilstm_attn,train,3lq9_A,134,1,133,0,4,4,8,2.122279019189932e-09
esm3_top4_bilstm_attn,train,3luu_A,101,1,100,0,1,2,3,7.959975789617602e-09
esm3_top4_bilstm_attn,train,3lwx_A,199,1,198,0,5,6,11,8.597115908060005e-09
esm3_top4_bilstm_attn,train,3lx5_A,272,1,271,0,8,7,15,2.2688853018593136e-09
esm3_top4_bilstm_attn,train,3lyf_D,245,1,244,0,6,6,12,2.9269333623460625e-09
esm3_top4_bilstm_attn,train,3lyy_A,107,1,106,0,3,3,6,1.2451204511876313e-08
esm3_top4_bilstm_attn,train,3m5q_A,357,1,356,0,9,7,16,4.212136417436341e-09
esm3_top4_bilstm_attn,train,3m66_A,270,1,269,0,6,6,12,3.4672367199561904e-09
esm3_top4_bilstm_attn,train,3m6z_A,380,1,379,0,9,9,18,1.9713455312597716e-09
esm3_top4_bilstm_attn,train,3m7a_A,140,1,139,0,3,2,5,9.562384661876422e-09
esm3_top4_bilstm_attn,train,3m7d_A,380,1,379,0,9,9,18,1.9713455312597716e-09
esm3_top4_bilstm_attn,train,3mcb_B,58,1,57,0,2,0,2,5.7973092992824604e-09
esm3_top4_bilstm_attn,train,3mil_A,240,1,239,0,4,4,8,5.948447068249152e-09
esm3_top4_bilstm_attn,train,3mm6_A,418,1,417,0,13,12,25,1.8806110446689672e-08
esm3_top4_bilstm_attn,train,3mmy_D,56,1,55,0,1,0,1,5.401553870854059e-09
esm3_top4_bilstm_attn,train,3msw_A,145,1,144,0,4,3,7,5.232036137670093e-09
esm3_top4_bilstm_attn,train,3mx7_A,90,1,89,0,4,3,7,1.1069118954765145e-08
esm3_top4_bilstm_attn,train,3mxz_A,116,1,115,0,1,1,2,6.794710571966789e-09
esm3_top4_bilstm_attn,train,3n4i_B,165,1,164,0,5,5,10,8.279258167931403e-09
esm3_top4_bilstm_attn,train,3nci_A,903,1,902,0,20,21,41,1.410646266464255e-09
esm3_top4_bilstm_attn,train,3ncl_A,241,1,240,0,5,4,9,8.118129279921504e-09
esm3_top4_bilstm_attn,train,3ni2_A,536,1,535,0,14,14,28,4.869587399980446e-09
esm3_top4_bilstm_attn,train,3nke_B,200,1,199,0,3,4,7,4.238662754119105e-09
esm3_top4_bilstm_attn,train,3nl9_A,171,1,170,0,4,5,9,3.8394141199660226e-09
esm3_top4_bilstm_attn,train,3nqi_A,246,1,245,0,6,5,11,1.2509436264629414e-09
esm3_top4_bilstm_attn,train,3nr1_A,178,1,177,0,5,5,10,5.65537838781438e-09
esm3_top4_bilstm_attn,train,3nrl_B,81,1,80,0,3,2,5,7.076740971001527e-09
esm3_top4_bilstm_attn,train,3nyy_A,252,1,251,0,7,7,14,7.316481198671454e-09
esm3_top4_bilstm_attn,train,3o0g_D,149,1,148,0,4,3,7,5.183112161688541e-09
esm3_top4_bilstm_attn,train,3o79_A,105,1,104,0,1,1,2,4.012324250624033e-09
esm3_top4_bilstm_attn,train,3obl_B,132,1,131,0,6,5,11,1.5919773943551263e-08
esm3_top4_bilstm_attn,train,3ofg_B,95,1,94,0,3,3,6,1.622375123133679e-08
esm3_top4_bilstm_attn,train,3ohg_A,285,1,284,0,8,7,15,3.1200739769587926e-09
esm3_top4_bilstm_attn,train,3ol3_A,107,1,106,0,2,2,4,5.994364116190809e-09
esm3_top4_bilstm_attn,train,3omd_B,145,1,144,0,3,3,6,3.6251650570306992e-09
esm3_top4_bilstm_attn,train,3on9_A,163,1,162,0,2,3,5,3.4028317941192654e-09
esm3_top4_bilstm_attn,train,3ov5_A,85,1,84,0,1,2,3,7.64326957281014e-09
esm3_top4_bilstm_attn,train,3p5p_A,764,1,763,0,21,20,41,4.1327838928850724e-09
esm3_top4_bilstm_attn,train,3pes_A,85,1,84,0,1,0,1,6.106499306213209e-09
esm3_top4_bilstm_attn,train,3pf6_A,62,1,61,0,2,1,3,6.545719966055685e-09
esm3_top4_bilstm_attn,train,3pkz_A,124,1,123,0,4,3,7,8.345264035369837e-09
esm3_top4_bilstm_attn,train,3po8_A,100,1,99,0,5,3,8,7.116767619663733e-09
esm3_top4_bilstm_attn,train,3pt1_A,471,1,470,0,11,11,22,2.1825452556356595e-09
esm3_top4_bilstm_attn,train,3pvh_A,153,1,152,0,2,3,5,8.081276092752887e-09
esm3_top4_bilstm_attn,train,3pzw_A,839,1,838,0,22,20,42,2.061517845319827e-09
esm3_top4_bilstm_attn,train,3q1c_A,360,1,359,0,8,8,16,1.4831817995997199e-09
esm3_top4_bilstm_attn,train,3q1n_A,294,1,293,0,13,11,24,4.866773650746836e-09
esm3_top4_bilstm_attn,train,3qc5_X,360,1,359,0,8,8,16,2.9051758776432735e-09
esm3_top4_bilstm_attn,train,3qc7_A,179,1,178,0,4,4,8,1.2306667684924832e-08
esm3_top4_bilstm_attn,train,3qfl_A,115,1,114,0,3,2,5,5.291585836175727e-09
esm3_top4_bilstm_attn,train,3rjs_A,89,1,88,0,2,2,4,8.092033709772295e-09
esm3_top4_bilstm_attn,train,3rlk_A,192,1,191,0,5,4,9,2.568487644794004e-09
esm3_top4_bilstm_attn,train,3rmq_A,116,1,115,0,2,2,4,7.387609191056299e-09
esm3_top4_bilstm_attn,train,3rt4_A,171,1,170,0,4,4,8,6.0459846018545704e-09
esm3_top4_bilstm_attn,train,3rv1_B,246,1,245,0,4,4,8,2.0450690030315855e-09
esm3_top4_bilstm_attn,train,3rxy_A,278,1,277,0,7,8,15,6.789576900700922e-09
esm3_top4_bilstm_attn,train,3se9_G,353,1,352,0,9,8,17,2.16635032135315e-09
esm3_top4_bilstm_attn,train,3shg_B,61,1,60,0,1,1,2,6.566168941901651e-09
esm3_top4_bilstm_attn,train,3t4r_A,81,1,80,0,1,1,2,6.554018661120153e-09
esm3_top4_bilstm_attn,train,3t7h_B,291,1,290,0,7,6,13,3.029177131352867e-09
esm3_top4_bilstm_attn,train,3t7z_A,119,1,118,0,2,3,5,3.4272369386911805e-09
esm3_top4_bilstm_attn,train,3tgt_A,353,1,352,0,9,8,17,2.16635032135315e-09
esm3_top4_bilstm_attn,train,3tvj_I,38,1,37,0,2,1,3,7.992749129215326e-09
esm3_top4_bilstm_attn,train,3txs_C,94,1,93,0,1,1,2,8.211732627216861e-09
esm3_top4_bilstm_attn,train,3u5v_A,76,1,75,0,1,1,2,6.529319307446713e-09
esm3_top4_bilstm_attn,train,3u9g_A,229,1,228,0,6,8,14,9.465089600979582e-09
esm3_top4_bilstm_attn,train,3ueb_E,110,1,109,0,2,2,4,5.3721826986929955e-09
esm3_top4_bilstm_attn,train,3ush_B,129,1,128,0,4,3,7,1.0472271494421648e-08
esm3_top4_bilstm_attn,train,3v0r_A,133,1,132,0,6,5,11,3.86187259948656e-09
esm3_top4_bilstm_attn,train,3v3l_A,85,1,84,0,2,1,3,3.555705285762656e-09
esm3_top4_bilstm_attn,train,3v68_A,252,1,251,0,5,5,10,2.4374445795061206e-09
esm3_top4_bilstm_attn,train,3vc8_B,94,1,93,0,2,1,3,5.267877245529462e-09
esm3_top4_bilstm_attn,train,3vej_B,41,1,40,0,2,1,3,4.896481442528966e-09
esm3_top4_bilstm_attn,train,3vgp_A,164,1,163,0,4,4,8,3.1117162180294144e-09
esm3_top4_bilstm_attn,train,3vkw_A,446,1,445,0,11,10,21,1.905733570950474e-09
esm3_top4_bilstm_attn,train,3vth_A,761,1,760,0,23,22,45,1.9890629143759497e-09
esm3_top4_bilstm_attn,train,3wkx_A,669,1,668,0,17,19,36,2.5943496240188324e-09
esm3_top4_bilstm_attn,train,3wol_A,698,1,697,0,17,15,32,1.9271109152896315e-09
esm3_top4_bilstm_attn,train,3wur_B,171,1,170,0,2,3,5,4.855039925644178e-09
esm3_top4_bilstm_attn,train,3wvz_A,201,1,200,0,6,6,12,4.026291522407632e-09
esm3_top4_bilstm_attn,train,3wx4_A,100,1,99,0,2,2,4,4.0089539465881785e-09
esm3_top4_bilstm_attn,train,3x0g_A,93,1,92,0,1,1,2,9.80078729284628e-09
esm3_top4_bilstm_attn,train,3zdm_A,72,1,71,0,2,1,3,5.7420947996433824e-09
esm3_top4_bilstm_attn,train,3zfn_A,148,1,147,0,4,3,7,3.877419718634201e-09
esm3_top4_bilstm_attn,train,3zl8_A,437,1,436,0,13,13,26,4.458364788462177e-09
esm3_top4_bilstm_attn,train,3zoq_C,56,1,55,0,2,2,4,3.987768337765374e-09
esm3_top4_bilstm_attn,train,3zr8_X,65,1,64,0,2,2,4,6.227256488244848e-09
esm3_top4_bilstm_attn,train,3zrg_B,67,1,66,0,1,2,3,2.9862832207072643e-09
esm3_top4_bilstm_attn,train,3zzo_A,95,1,94,0,3,1,4,3.5522091934581113e-09
esm3_top4_bilstm_attn,train,4a1k_A,165,1,164,0,4,5,9,1.6886531284399098e-08
esm3_top4_bilstm_attn,train,4a3p_A,217,1,216,0,3,2,5,3.331369624604008e-09
esm3_top4_bilstm_attn,train,4a56_A,93,1,92,0,3,3,6,5.335225594649273e-09
esm3_top4_bilstm_attn,train,4af1_A,416,1,415,0,9,10,19,6.6892407168950285e-09
esm3_top4_bilstm_attn,train,4alz_A,198,1,197,0,5,4,9,3.9107916904868034e-09
esm3_top4_bilstm_attn,train,4aqr_D,57,1,56,0,1,0,1,3.3614346861554623e-09
esm3_top4_bilstm_attn,train,4b2f_A,214,1,213,0,4,4,8,1.6535184332866493e-09
esm3_top4_bilstm_attn,train,4bgp_A,236,1,235,0,6,5,11,2.4939418308278505e-09
esm3_top4_bilstm_attn,train,4bt9_B,239,1,238,0,6,6,12,4.888363824839814e-09
esm3_top4_bilstm_attn,train,4byz_A,194,1,193,0,4,4,8,5.31147381632735e-09
esm3_top4_bilstm_attn,train,4cdp_A,354,1,353,0,11,11,22,3.162516026833373e-09
esm3_top4_bilstm_attn,train,4ct7_A,243,1,242,0,3,3,6,2.7811783986919636e-09
esm3_top4_bilstm_attn,train,4cv4_A,133,1,132,0,3,3,6,8.81781669903603e-09
esm3_top4_bilstm_attn,train,4d71_A,596,1,595,0,12,12,24,1.316841746756836e-09
esm3_top4_bilstm_attn,train,4ddp_A,210,1,209,0,4,4,8,3.376930401977063e-09
esm3_top4_bilstm_attn,train,4dja_A,518,1,517,0,10,10,20,2.9073290441772315e-09
esm3_top4_bilstm_attn,train,4dlh_B,197,1,196,0,10,9,19,1.0388932381033555e-08
esm3_top4_bilstm_attn,train,4e1p_A,61,1,60,0,2,1,3,7.052048722755444e-09
esm3_top4_bilstm_attn,train,4e5r_A,56,1,55,0,0,0,0,4.538639686302304e-09
esm3_top4_bilstm_attn,train,4ea9_A,220,1,219,0,6,6,12,4.1289687224832505e-09
esm3_top4_bilstm_attn,train,4ebg_A,101,1,100,0,2,1,3,1.0068161859777547e-08
esm3_top4_bilstm_attn,train,4ehx_A,315,1,314,0,10,10,20,2.124930453817342e-09
esm3_top4_bilstm_attn,train,4eo1_A,70,1,69,0,1,1,2,6.326986268234691e-09
esm3_top4_bilstm_attn,train,4epi_A,330,1,329,0,9,9,18,2.105859486789541e-09
esm3_top4_bilstm_attn,train,4erv_A,207,1,206,0,4,3,7,4.310763745962731e-09
esm3_top4_bilstm_attn,train,4ew5_A,102,1,101,0,3,2,5,7.102822330296021e-09
esm3_top4_bilstm_attn,train,4f55_A,128,1,127,0,4,3,7,5.518439927243435e-09
esm3_top4_bilstm_attn,train,4f87_A,72,1,71,0,2,1,3,1.1268191713043052e-08
esm3_top4_bilstm_attn,train,4f98_A,69,1,68,0,2,1,3,1.3376819651966798e-08
esm3_top4_bilstm_attn,train,4fch_B,221,1,220,0,8,7,15,9.009347046173843e-09
esm3_top4_bilstm_attn,train,4fhr_B,216,1,215,0,6,7,13,4.732299441201349e-09
esm3_top4_bilstm_attn,train,4ftf_A,112,1,111,0,3,3,6,5.586183515760013e-09
esm3_top4_bilstm_attn,train,4g6d_B,198,1,197,0,4,3,7,1.155624818061085e-09
esm3_top4_bilstm_attn,train,4g75_A,297,1,296,0,6,5,11,1.1774645702899988e-09
esm3_top4_bilstm_attn,train,4gk9_A,279,1,278,0,10,10,20,5.257659196900022e-09
esm3_top4_bilstm_attn,train,4gn0_A,105,1,104,0,2,2,4,1.3168112822370404e-08
esm3_top4_bilstm_attn,train,4goq_B,110,1,109,0,2,3,5,1.310420749689456e-08
esm3_top4_bilstm_attn,train,4gsj_A,291,1,290,0,6,6,12,1.5497046979007223e-09
esm3_top4_bilstm_attn,train,4gv2_A,357,1,356,0,10,10,20,3.5775833406859192e-09
esm3_top4_bilstm_attn,train,4gvq_C,316,1,315,0,7,7,14,3.5171057177763032e-09
esm3_top4_bilstm_attn,train,4h4n_A,67,1,66,0,3,2,5,3.959106820161651e-09
esm3_top4_bilstm_attn,train,4h9m_A,840,1,839,0,23,21,44,2.6367157346385284e-09
esm3_top4_bilstm_attn,train,4hfq_B,203,1,202,0,6,6,12,4.9315569405905535e-09
esm3_top4_bilstm_attn,train,4hfv_A,190,1,189,0,4,4,8,2.8277598040915564e-09
esm3_top4_bilstm_attn,train,4hwx_A,114,1,113,0,4,4,8,6.833310806086956e-09
esm3_top4_bilstm_attn,train,4iaj_B,78,1,77,0,2,2,4,3.3454859993398145e-09
esm3_top4_bilstm_attn,train,4iu3_B,243,1,242,0,6,5,11,5.590631957375081e-09
esm3_top4_bilstm_attn,train,4j4r_A,248,1,247,0,5,5,10,2.0731028005371854e-09
esm3_top4_bilstm_attn,train,4j8c_A,46,1,45,0,0,0,0,6.811478936441517e-09
esm3_top4_bilstm_attn,train,4jgi_A,211,1,210,0,6,5,11,1.1557069079515259e-08
esm3_top4_bilstm_attn,train,4jja_A,371,1,370,0,9,10,19,2.9322588801505844e-09
esm3_top4_bilstm_attn,train,4jmu_A,112,1,111,0,3,3,6,8.460386169417689e-09
esm3_top4_bilstm_attn,train,4jnu_B,40,1,39,0,1,0,1,1.098442670155464e-08
esm3_top4_bilstm_attn,train,4jo7_A,89,1,88,0,1,2,3,7.914700894673388e-09
esm3_top4_bilstm_attn,train,4jqu_B,54,1,53,0,1,1,2,8.767475634385846e-09
