name,ecod_domain_id,ecod_f_id,ecod_x_id,ecod_x_name,pdb_range
2w56_A,e2w56A1,3152.1.1.1,ECOD_X_3152,NO_X_NAME,A:3-147
2w6k_A,e2w6kA1,4262.1.1.1,ECOD_X_4262,NO_X_NAME,A:1-139
2w86_A,e2w86A4,389.1.1.36,ECOD_X_389,EGF-like,A:1-43
2w86_A,e2w86A5,389.1.1.36,ECOD_X_389,EGF-like,A:96-147
2w86_A,e2w86A6,370.1.1.1,ECOD_X_370,NO_X_NAME,A:41-95
2w8x_A,e2w8xA1,384.1.1.7,ECOD_X_384,NO_X_NAME,A:11-82
2w9y_A,e2w9yA1,3065.1.1.2,ECOD_X_3065,NO_X_NAME,A:1-138
2waw_A,e2wawA1,7516.1.1.15,ECOD_X_7516,NO_X_NAME,A:2-199
2wb6_A,e2wb6A1,3066.1.1.1,ECOD_X_3066,NO_X_NAME,A:2-96
2wbf_X,e2wbfX1,219.1.1.194,ECOD_X_219,Cysteine proteinases-like,X:563-827
2wcu_A,e2wcuA1,301.1.1.2,ECOD_X_301,Bacillus chorismate mutase-like,A:1-149
2wfr_A,e2wfrA1,307.1.1.1,ECOD_X_307,NO_X_NAME,A:39-203
2wkx_A,e2wkxA1,285.1.1.1,ECOD_X_285,NO_X_NAME,A:5-179
2wkx_A,e2wkxA2,144.1.1.7,ECOD_X_144,NO_X_NAME,A:180-261
2wlt_A,e2wltA2,7546.1.1.1,ECOD_X_7546,NO_X_NAME,A:5-216
2wlt_A,e2wltA3,7507.1.1.1,ECOD_X_7507,NO_X_NAME,A:217-332
2wn3_C,e2wn3C1,4182.1.1.1,ECOD_X_4182,Agglutinin HPA-like,C:157-253
2wn3_C,e2wn3C2,10.1.2.24,ECOD_X_10,jelly-roll,C:2-156
2wnp_F,e2wnpF1,269.1.1.2,ECOD_X_269,NO_X_NAME,F:81-297
2wpq_C,e2wpqC1,3567.1.1.26,ECOD_X_3567,NO_X_NAME,"C:450-478,C:507-548"
2wqi_D,e2wqiD1,567.1.1.1,ECOD_X_567,NO_X_NAME,D:355-398
2wr8_A,e2wr8A1,7540.1.1.1,ECOD_X_7540,NO_X_NAME,A:-2-161
2wr8_A,e2wr8A2,1.1.4.2,ECOD_X_1,cradle loop barrel,A:162-256
2wsi_A,e2wsiA1,2005.1.1.136,ECOD_X_2005,HUP domain-like,A:1-304
2wya_A,e2wyaA1,7581.1.1.4,ECOD_X_7581,NO_X_NAME,A:49-222
2wya_A,e2wyaA2,7581.1.1.3,ECOD_X_7581,NO_X_NAME,"A:223-316,A:340-508"
2wzo_A,e2wzoA1,3131.1.1.2,ECOD_X_3131,NO_X_NAME,A:179-324
2x49_A,e2x49A4,2485.1.1.73,ECOD_X_2485,Thioredoxin-like,"A:353-426,A:477-494"
2x49_A,e2x49A5,3253.1.1.2,ECOD_X_3253,NO_X_NAME,A:427-476
2x49_A,e2x49A6,3254.1.1.2,ECOD_X_3254,NO_X_NAME,A:495-583
2x49_A,e2x49A7,3255.1.1.1,ECOD_X_3255,NO_X_NAME,A:584-685
2x5g_A,e2x5gA1,4221.1.1.3,ECOD_X_4221,NO_X_NAME,A:2-95
2x5h_B,e2x5hB1,4221.1.1.3,ECOD_X_4221,NO_X_NAME,B:0-91
2x5r_A,e2x5rA1,3149.1.1.1,ECOD_X_3149,NO_X_NAME,A:1-124
2x96_A,e2x96A1,2498.1.1.15,ECOD_X_2498,Zincin-like,A:17-614
2x9o_A,e2x9oA1,867.1.1.2,ECOD_X_867,NO_X_NAME,A:1-233
2xdg_A,e2xdgA1,913.1.1.1,ECOD_X_913,NO_X_NAME,A:0-121
2xeu_A,e2xeuA1,376.1.1.20,ECOD_X_376,RING/U-box-like,A:1-64
2xf2_A,e2xf2A1,4048.1.1.1,ECOD_X_4048,NO_X_NAME,A:439-527
2xf2_A,e2xf2A2,2007.1.1.17,ECOD_X_2007,Flavodoxin-like,A:528-689
2xf2_A,e2xf2A3,4028.1.1.4,ECOD_X_4028,NO_X_NAME,"A:2-139,A:200-438"
2xf2_A,e2xf2A4,4047.1.1.4,ECOD_X_4047,NO_X_NAME,A:140-199
2xf7_A,e2xf7A1,3151.1.1.1,ECOD_X_3151,NO_X_NAME,A:3-50
2xjq_A,e2xjqA1,5095.1.1.1,ECOD_X_5095,NO_X_NAME,A:14-271
2xmx_A,e2xmxA1,3173.1.1.1,ECOD_X_3173,NO_X_NAME,A:2-271
2xol_B,e2xolB1,629.1.1.1,ECOD_X_629,NO_X_NAME,B:-1-170
2xpp_A,e2xppA1,611.3.1.2,ECOD_X_611,N-cbl like,A:57-193
2xrh_A,e2xrhA1,3201.1.1.1,ECOD_X_3201,NO_X_NAME,A:13-112
2xse_A,e2xseA1,3277.1.1.1,ECOD_X_3277,Thymine dioxygenase JBP1 DNA-binding domain-like,A:395-561
2xu8_B,e2xu8B1,4.24.1.1,ECOD_X_4,SH3,B:20-135
2xvs_A,e2xvsA1,2.1.1.96,ECOD_X_2,OB-fold,A:-1-424
2xz2_A,e2xz2A1,558.1.1.3,ECOD_X_558,NO_X_NAME,A:1-65
2xz3_A,e2xz3A1,7523.1.1.25,ECOD_X_7523,NO_X_NAME,"A:29-137,A:286-397"
2xz3_A,e2xz3A2,3782.1.1.3,ECOD_X_3782,NO_X_NAME,A:398-487
2xz3_A,e2xz3A3,7523.1.1.23,ECOD_X_7523,NO_X_NAME,A:138-285
2y1q_A,e2y1qA1,148.1.2.1,ECOD_X_148,Histone-like,A:4-145
2y1y_A,e2y1yA1,319.1.1.2,ECOD_X_319,HSP20-like,A:73-150
2y20_A,e2y20A1,4168.1.1,ECOD_X_4168,NO_X_NAME,A:279-330
2y39_A,e2y39A1,3711.1.1.3,ECOD_X_3711,NO_X_NAME,A:39-148
2y3w_A,e2y3wA1,3939.1.1.23,ECOD_X_3939,NO_X_NAME,A:145-176
2y3w_A,e2y3wA2,719.1.1.3,ECOD_X_719,"XRCC4, N-terminal domain-like","A:-1-64,A:100-144"
2y3w_A,e2y3wA3,101.1.12.15,ECOD_X_101,HTH,A:65-99
2y44_A,e2y44A1,3633.1.1.3,ECOD_X_3633,NO_X_NAME,A:40-224
2y4x_B,e2y4xB2,3454.1.1.1,ECOD_X_3454,NO_X_NAME,B:83-170
2y7b_A,e2y7bA1,220.1.1.13,ECOD_X_220,PH domain-like,A:980-1113
2ycl_A,e2yclA1,3858.1.1.1,ECOD_X_3858,NO_X_NAME,A:2-58
2ycl_A,e2yclA2,2002.1.1.206,ECOD_X_2002,TIM beta/alpha-barrel,A:59-315
2ycl_A,e2yclA3,7595.1.1.1,ECOD_X_7595,NO_X_NAME,A:316-443
2ygs_A,e2ygsA1,110.1.1.1,ECOD_X_110,DEATH domain,A:1-92
2yjg_A,e2yjgA1,7601.1.1.1,ECOD_X_7601,NO_X_NAME,A:37-270
2yjg_A,e2yjgA2,7602.1.1.1,ECOD_X_7602,NO_X_NAME,"A:2-29,A:271-426"
2yp8_A,e2yp8A1,10.5.1.19,ECOD_X_10,jelly-roll,A:8-330
2yp8_A,e2yp8A2,3847.1.1.2,ECOD_X_3847,NO_X_NAME,A:330-503
2ysk_A,e2yskA1,4198.2.1.1,ECOD_X_4198,TerB-like,A:2-145
2yvo_A,e2yvoA2,221.4.1.3,ECOD_X_221,beta-Grasp,A:1-182
2yvq_A,e2yvqA1,7543.1.1.1,ECOD_X_7543,NO_X_NAME,A:1343-1478
2yxn_A,e2yxnA1,2005.1.1.139,ECOD_X_2005,HUP domain-like,A:1-322
2yzt_A,e2yztA1,4100.1.1.3,ECOD_X_4100,NO_X_NAME,A:1-67
2z0j_E,e2z0jE1,7551.1.1.1,ECOD_X_7551,NO_X_NAME,E:1-237
2z0x_A,e2z0xA1,299.1.1.1,ECOD_X_299,NO_X_NAME,A:2-158
2z4u_A,e2z4uA1,292.1.1.1,ECOD_X_292,RIP/Polo-box domain,A:1-261
2z6r_A,e2z6rA1,7550.1.1.1,ECOD_X_7550,NO_X_NAME,A:2-114
2z6r_A,e2z6rA2,1137.1.1.4,ECOD_X_1137,Tetrapyrrole methylase C-terminal domain-like,A:115-265
2z7f_I,e2z7fI1,927.1.1.1,ECOD_X_927,NO_X_NAME,I:58-107
2zca_B,e2zcaB1,3663.1.1.1,ECOD_X_3663,NO_X_NAME,B:1-156
2zfz_D,e2zfzD1,306.2.1.1,ECOD_X_306,Glucose permease domain IIB-like,D:92-170
2znr_A,e2znrA1,2492.1.1.10,ECOD_X_2492,NO_X_NAME,A:259-436
2zwd_A,e2zwdA1,146.1.1.4,ECOD_X_146,NO_X_NAME,A:2-274
2zzd_E,e2zzdE1,3686.1.1.1,ECOD_X_3686,NO_X_NAME,E:4-154
3a0y_B,e3a0yB1,225.1.1.3,ECOD_X_225,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase-like,B:604-753
3a1g_A,e3a1gA1,3078.1.1.1,ECOD_X_3078,NO_X_NAME,A:686-757
3a1g_B,e3a1gB1,3079.1.1.2,ECOD_X_3079,NO_X_NAME,B:1-35
3a1u_A,e3a1uA1,2004.1.1.258,ECOD_X_2004,P-loop domains-like,A:12-168
3a1u_A,e3a1uA2,3290.1.1.6,ECOD_X_3290,NO_X_NAME,A:185-269
3a2q_A,e3a2qA1,7552.1.1.1,ECOD_X_7552,NO_X_NAME,A:4-485
3a39_A,e3a39A1,374.1.1.2,ECOD_X_374,NO_X_NAME,A:1-83
3a3d_B,e3a3dB1,4334.1.1.1,ECOD_X_4334,NO_X_NAME,B:178-253
3a3d_B,e3a3dB2,4019.1.1.22,ECOD_X_4019,NO_X_NAME,"B:65-86,B:297-366"
3a3d_B,e3a3dB3,223.3.1.19,ECOD_X_223,Profilin-like,"B:27-64,B:367-479"
3a3d_B,e3a3dB4,2494.2.1.1,ECOD_X_2494,DTD-like,"B:87-177,B:254-296"
3a7l_A,e3a7lA1,325.1.7.7,ECOD_X_325,alpha/beta-Hammerhead/Barrel-sandwich hybrid,A:1-128
3aa6_B,e3aa6B1,4050.1.1.6,ECOD_X_4050,NO_X_NAME,B:46-87
3aa6_B,e3aa6B2,4030.1.1.2,ECOD_X_4030,NO_X_NAME,B:3-45
3aa6_B,e3aa6B3,4051.1.1.6,ECOD_X_4051,NO_X_NAME,B:88-244
3agn_A,e3agnA1,234.1.1.1,ECOD_X_234,Microbial ribonucleases-like,A:1-114
3ajf_A,e3ajfA1,3825.1.1.1,ECOD_X_3825,NO_X_NAME,A:22-113
3apa_A,e3apaA1,76.1.1.12,ECOD_X_76,NO_X_NAME,A:22-159
3apr_E,e3aprE1,1.1.1.46,ECOD_X_1,cradle loop barrel,E:1-325
3b49_A,e3b49A1,886.1.1.2,ECOD_X_886,NO_X_NAME,A:5-208
3b4q_B,e3b4qB1,6040.1.1.1,ECOD_X_6040,NO_X_NAME,B:118-207
3b4w_A,e3b4wA1,7524.1.1.1,ECOD_X_7524,NO_X_NAME,A:257-486
3b4w_A,e3b4wA2,7524.1.1.2,ECOD_X_7524,NO_X_NAME,A:4-256
3b9q_A,e3b9qA1,181.1.1.1,ECOD_X_181,Domain of the SRP/SRP receptor G proteins-like,A:65-150
3b9q_A,e3b9qA2,2004.1.1.156,ECOD_X_2004,P-loop domains-like,A:151-366
3bec_A,e3becA1,51.1.1.2,ECOD_X_51,NO_X_NAME,A:263-355
3bec_A,e3becA2,4019.1.1.20,ECOD_X_4019,NO_X_NAME,A:41-159
3bec_A,e3becA3,223.3.1.18,ECOD_X_223,Profilin-like,"A:4-40,A:160-262"
3bhg_A,e3bhgA1,602.1.1.2,ECOD_X_602,L-aspartase middle domain-like,A:120-357
3bhg_A,e3bhgA2,4952.1.1.10,ECOD_X_4952,NO_X_NAME,A:3-119
3bhg_A,e3bhgA3,4953.1.1.2,ECOD_X_4953,NO_X_NAME,A:358-456
3bjd_B,e3bjdB1,1051.1.1.1,ECOD_X_1051,NO_X_NAME,B:2-95
3bjd_B,e3bjdB2,150.1.2.5,ECOD_X_150,Ferritin/Heme oxygenase/4-helical cytokines,B:96-327
3bk5_A,e3bk5A1,71.1.1.10,ECOD_X_71,Lipoprotein localization factors LolAB,A:-1-234
3bl9_A,e3bl9A1,519.1.1.1,ECOD_X_519,NO_X_NAME,A:42-145
3bl9_A,e3bl9A2,312.1.1.3,ECOD_X_312,HIT-like,A:147-334
3bn0_A,e3bn0A1,837.1.1.3,ECOD_X_837,NO_X_NAME,A:2-102
3boe_A,e3boeA1,4126.2.1.1,ECOD_X_4126,beta-carbonic anhydrase-like,A:224-432
3bpj_B,e3bpjB1,6061.1.1.1,ECOD_X_6061,NO_X_NAME,B:141-211
3bpt_A,e3bptA1,2486.1.1.21,ECOD_X_2486,NO_X_NAME,A:32-393
3bqk_A,e3bqkA1,4984.1.1.4,ECOD_X_4984,NO_X_NAME,A:1441-1577
3bqk_A,e3bqkA2,4250.1.1.1,ECOD_X_4250,NO_X_NAME,A:1218-1416
3bqp_B,e3bqpB1,198.1.1.4,ECOD_X_198,Saposin-like,B:1-80
3bwu_D,e3bwuD1,4212.1.1.1,ECOD_X_4212,FimD N-terminal domain-like,D:2-122
3bzl_D,e3bzlD1,4104.1.1.1,ECOD_X_4104,NO_X_NAME,D:263-344
3bzn_A,e3bznA1,880.1.1.3,ECOD_X_880,NO_X_NAME,A:2-429
3c05_A,e3c05A1,366.1.1.3,ECOD_X_366,NO_X_NAME,A:5-63
3c0f_B,e3c0fB1,6115.1.1.1,ECOD_X_6115,NO_X_NAME,B:3-87
3c1q_B,e3c1qB1,5060.2.1.1,ECOD_X_5060,V-type ATP synthase subunit C,B:62-177
3c2q_B,e3c2qB2,2003.1.4.18,ECOD_X_2003,Rossmann-like,B:159-413
3c2q_B,e3c2qB3,6073.1.1.1,ECOD_X_6073,NO_X_NAME,B:78-160
3c8w_C,e3c8wC1,4295.1.1.1,ECOD_X_4295,NO_X_NAME,C:6-254
3c9p_A,e3c9pA1,6056.1.1.1,ECOD_X_6056,NO_X_NAME,A:1-120
3cjs_B,e3cjsB1,3781.1.1.1,ECOD_X_3781,Ribosomal protein L11/L12e N-terminal domain-like,B:1-70
3cla_A,e3claA1,323.1.1.3,ECOD_X_323,NO_X_NAME,A:6-219
3crv_A,e3crvA1,2004.1.1.106,ECOD_X_2004,P-loop domains-like,A:347-551
3crv_A,e3crvA2,2004.1.1.74,ECOD_X_2004,P-loop domains-like,"A:1-198,A:312-346"
3crv_A,e3crvA3,3636.1.1.6,ECOD_X_3636,NO_X_NAME,A:199-311
3cw3_A,e3cw3A1,72.1.1.1,ECOD_X_72,NO_X_NAME,A:1-96
3cy4_A,e3cy4A1,63.1.1.2,ECOD_X_63,NO_X_NAME,A:4-154
3cyi_A,e3cyiA1,876.1.1.1,ECOD_X_876,NO_X_NAME,A:31-137
3czz_B,e3czzB1,705.1.1.1,ECOD_X_705,NO_X_NAME,B:1-101
3d1g_A,e3d1gA1,227.1.1.1,ECOD_X_227,NO_X_NAME,A:1-122
3d1g_A,e3d1gA2,227.1.1.3,ECOD_X_227,NO_X_NAME,A:123-244
3d1g_A,e3d1gA3,227.1.1.4,ECOD_X_227,NO_X_NAME,A:245-366
3d2q_A,e3d2qA1,906.1.1.8,ECOD_X_906,CCCH zinc finger,A:209-245
3d2q_A,e3d2qA2,906.1.1.12,ECOD_X_906,CCCH zinc finger,A:180-208
3d3y_A,e3d3yA1,309.1.1.40,ECOD_X_309,"LuxS, MPP, ThrRS/AlaRS common domain",A:-2-230
3d3y_A,e3d3yA2,309.1.1.27,ECOD_X_309,"LuxS, MPP, ThrRS/AlaRS common domain",A:231-422
3d4i_A,e3d4iA1,7525.1.1.1,ECOD_X_7525,NO_X_NAME,A:350-622
3d7a_B,e3d7aB1,882.1.1.2,ECOD_X_882,NO_X_NAME,B:5-138
3da8_A,e3da8A1,7571.1.1.1,ECOD_X_7571,NO_X_NAME,A:3-215
3dai_A,e3daiA1,633.1.1.10,ECOD_X_633,Bromodomain-like,A:979-1108
3dan_A,e3danA2,149.1.1.3,ECOD_X_149,NO_X_NAME,"A:1-309,A:330-473"
3dd6_A,e3dd6A5,212.1.1.25,ECOD_X_212,NO_X_NAME,A:1-147
3dd6_A,e3dd6A6,245.1.1.12,ECOD_X_245,Ribonuclease PH domain 2-like,A:148-245
3dff_A,e3dffA1,7567.1.1.1,ECOD_X_7567,NO_X_NAME,A:8-273
3dgp_B,e3dgpB1,4340.1.1.1,ECOD_X_4340,NO_X_NAME,B:2-64
3dha_A,e3dhaA1,247.1.1.8,ECOD_X_247,NO_X_NAME,A:1-254
3djl_A,e3djlA1,4052.1.1.1,ECOD_X_4052,NO_X_NAME,A:178-283
3djl_A,e3djlA2,4033.1.1.11,ECOD_X_4033,NO_X_NAME,A:3-177
3djl_A,e3djlA3,633.6.1.2,ECOD_X_633,Bromodomain-like,A:277-540
3dnh_B,e3dnhB1,1.1.5.84,ECOD_X_1,cradle loop barrel,B:5-176
3dnh_B,e3dnhB2,3270.1.1.1,ECOD_X_3270,NO_X_NAME,B:177-252
3do6_A,e3do6A1,2004.1.1.977,ECOD_X_2004,P-loop domains-like,A:0-542
3dpg_B,e3dpgB1,2008.1.1.5,ECOD_X_2008,Restriction endonuclease-like,B:2-339
3dso_A,e3dsoA1,3119.1.1.1,ECOD_X_3119,NO_X_NAME,A:1-66
3dza_A,e3dzaA1,3606.1.1.1,ECOD_X_3606,NO_X_NAME,A:38-217
3e0z_A,e3e0zA1,3516.1.1.1,ECOD_X_3516,NO_X_NAME,A:1-106
3e2d_A,e3e2dA1,7515.1.1.1,ECOD_X_7515,NO_X_NAME,A:1-502
3e4w_B,e3e4wB1,4028.1.1.4,ECOD_X_4028,NO_X_NAME,B:4-306
3e7h_A,e3e7hA1,275.1.1.7,ECOD_X_275,NO_X_NAME,A:1-101
3e8t_A,e3e8tA1,883.1.1.3,ECOD_X_883,NO_X_NAME,A:5-220
3e9v_A,e3e9vA1,4072.1.1.1,ECOD_X_4072,NO_X_NAME,A:9-128
3ebh_A,e3ebhA1,2498.1.1.50,ECOD_X_2498,Zincin-like,A:392-650
3ebh_A,e3ebhA2,109.4.1.198,ECOD_X_109,Repetitive alpha hairpins,A:746-1084
3ebh_A,e3ebhA3,11.1.1.332,ECOD_X_11,Immunoglobulin-like beta-sandwich,A:651-745
3ebh_A,e3ebhA4,4081.1.1.5,ECOD_X_4081,NO_X_NAME,A:196-391
3eh1_A,e3eh1A1,224.1.1.2,ECOD_X_224,NO_X_NAME,A:1119-1268
3eh1_A,e3eh1A2,11.1.5.36,ECOD_X_11,Immunoglobulin-like beta-sandwich,"A:518-589,A:919-1013"
3eh1_A,e3eh1A3,2006.1.6.5,ECOD_X_2006,HAD domain-like,A:675-918
3eh1_A,e3eh1A4,610.2.1.2,ECOD_X_610,ERP29 C domain-like,A:1014-1118
3eh1_A,e3eh1A5,375.1.1.44,ECOD_X_375,Rubredoxin-like,A:590-674
3ehg_A,e3ehgA2,225.1.1.3,ECOD_X_225,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase-like,A:243-367
3emi_A,e3emiA1,3512.1.1.2,ECOD_X_3512,NO_X_NAME,A:313-370
3emi_A,e3emiA2,716.1.1.5,ECOD_X_716,NO_X_NAME,A:371-422
3enu_A,e3enuA1,72.1.1.3,ECOD_X_72,NO_X_NAME,A:27-140
3eoj_A,e3eojA1,522.1.1.1,ECOD_X_522,NO_X_NAME,A:7-366
3eqx_A,e3eqxA1,4040.1.1.11,ECOD_X_4040,NO_X_NAME,A:2-279
3eqx_A,e3eqxA2,101.1.2.482,ECOD_X_101,HTH,A:280-370
3eto_A,e3etoA1,304.127.1.6,ECOD_X_304,Alpha-beta plaits,A:1568-1727
3eto_A,e3etoA2,917.1.1.2,ECOD_X_917,NO_X_NAME,A:1526-1567
3eto_A,e3etoA3,917.1.1.2,ECOD_X_917,NO_X_NAME,A:1487-1525
3eto_A,e3etoA4,917.1.1.2,ECOD_X_917,NO_X_NAME,A:1449-1486
3eye_A,e3eyeA1,7537.1.1.1,ECOD_X_7537,NO_X_NAME,A:5-157
3ezu_A,e3ezuA1,304.48.1.7,ECOD_X_304,Alpha-beta plaits,A:186-341
3ezu_A,e3ezuA2,3763.1.1.1,ECOD_X_3763,NO_X_NAME,A:1-185
3f0o_B,e3f0oB4,4187.1.1.1,ECOD_X_4187,NosL/MerB-like,B:139-204
3f0o_B,e3f0oB5,101.1.2.60,ECOD_X_101,HTH,B:1-80
3f0o_B,e3f0oB6,4187.1.1.2,ECOD_X_4187,NosL/MerB-like,B:81-138
3f0p_A,e3f0pA1,101.1.2.60,ECOD_X_101,HTH,A:1-80
3f0p_A,e3f0pA2,4187.1.1.2,ECOD_X_4187,NosL/MerB-like,A:81-138
3f0p_A,e3f0pA3,4187.1.1.1,ECOD_X_4187,NosL/MerB-like,A:139-208
3f4m_A,e3f4mA1,3832.1.1.1,ECOD_X_3832,NO_X_NAME,A:31-184
3f7w_A,e3f7wA1,206.1.1.4,ECOD_X_206,NO_X_NAME,A:0-287
3fbl_A,e3fblA1,3273.1.1.3,ECOD_X_3273,NO_X_NAME,A:51-132
3fcn_A,e3fcnA1,3496.1.1.1,ECOD_X_3496,NO_X_NAME,A:4-161
3fh2_A,e3fh2A1,148.1.2.1,ECOD_X_148,Histone-like,A:-1-144
3fhf_A,e3fhfA1,102.1.2.13,ECOD_X_102,HhH/H2TH,A:-6-207
3fkc_A,e3fkcA1,226.1.1.1,ECOD_X_226,NO_X_NAME,A:4-116
3fke_A,e3fkeA1,3288.1.1.1,ECOD_X_3288,NO_X_NAME,A:218-340
3fm2_A,e3fm2A1,4216.1.1.8,ECOD_X_4216,NO_X_NAME,A:1-134
3fn2_B,e3fn2B1,3488.1.1,ECOD_X_3488,NO_X_NAME,B:43-139
3fo8_D,e3fo8D1,4401.1.1.1,ECOD_X_4401,NO_X_NAME,D:193-360
3fo8_D,e3fo8D2,10.19.1.1,ECOD_X_10,jelly-roll,D:87-192
3fp5_A,e3fp5A1,197.1.1.1,ECOD_X_197,NO_X_NAME,A:1-106
3fpn_A,e3fpnA1,3325.1.1.2,ECOD_X_3325,NO_X_NAME,A:-3-245
3fpu_A,e3fpuA1,3113.1.1.1,ECOD_X_3113,NO_X_NAME,A:1-100
3frr_A,e3frrA1,3291.1.1.1,ECOD_X_3291,NO_X_NAME,A:2-187
3fyb_A,e3fybA1,4245.1.1.1,ECOD_X_4245,NO_X_NAME,A:0-97
3g06_A,e3g06A1,207.1.1.51,ECOD_X_207,Single-stranded right-handed beta-helix,A:171-486
3g06_A,e3g06A2,3330.1.1.4,ECOD_X_3330,NO_X_NAME,A:491-783
3g0m_A,e3g0mA1,244.3.1.4,ECOD_X_244,"FAD-linked reductases, C-terminal domain-like",A:1-138
3g28_A,e3g28A1,170.1.1.8,ECOD_X_170,Retrovirus capsid protein,A:150-226
3g3s_B,e3g3sB1,213.1.1.22,ECOD_X_213,Nat/Ivy,B:0-248
3g5k_D,e3g5kD1,289.1.1.1,ECOD_X_289,NO_X_NAME,D:3-185
3g5t_A,e3g5tA1,2003.1.5.86,ECOD_X_2003,Rossmann-like,"A:1-214,A:234-299"
3g98_B,e3g98B1,5104.1.1.1,ECOD_X_5104,NO_X_NAME,B:757-867
3ga3_A,e3ga3A1,708.1.2.4,ECOD_X_708,NO_X_NAME,A:893-1025
3ghd_A,e3ghdA1,282.1.1.1,ECOD_X_282,NO_X_NAME,A:14-83
3gkj_A,e3gkjA1,543.1.1.4,ECOD_X_543,NO_X_NAME,A:23-247
3gmv_X,e3gmvX1,809.1.1.1,ECOD_X_809,BLIP-like,X:2-76
3gmv_X,e3gmvX2,809.1.1.1,ECOD_X_809,BLIP-like,X:77-157
3gnu_P,e3gnuP1,3080.1.1.1,ECOD_X_3080,NO_X_NAME,P:1-212
3gqh_A,e3gqhA1,70.4.1.2,ECOD_X_70,beta-clip,A:692-854
3gqv_A,e3gqvA5,236.1.1.22,ECOD_X_236,GroES-like,A:4-173
3gqv_A,e3gqvA6,2003.1.1.8,ECOD_X_2003,Rossmann-like,A:167-363
3gs9_A,e3gs9A1,1.1.13.29,ECOD_X_1,cradle loop barrel,A:3-90
3gs9_A,e3gs9A2,3070.1.1.16,ECOD_X_3070,N0 domain in phage tail proteins and secretins-like,A:91-179
3gs9_A,e3gs9A3,1.1.13.38,ECOD_X_1,cradle loop barrel,"A:180-202,A:267-339"
3gs9_A,e3gs9A4,3071.1.1.9,ECOD_X_3071,NO_X_NAME,A:203-266
3gwi_A,e3gwiA1,267.1.1.3,ECOD_X_267,NO_X_NAME,A:382-545
3h0n_A,e3h0nA1,4107.1.1.2,ECOD_X_4107,NO_X_NAME,A:1-184
3h1d_A,e3h1dA1,261.1.1.1,ECOD_X_261,NO_X_NAME,A:3980-4366
3h1w_A,e3h1wA1,10.12.1.73,ECOD_X_10,jelly-roll,"A:-1-148,A:236-303"
3h1w_A,e3h1wA2,3691.1.1.1,ECOD_X_3691,NO_X_NAME,A:149-236
3h1w_A,e3h1wA3,10.12.1.75,ECOD_X_10,jelly-roll,A:304-391
3h2d_B,e3h2dB1,866.1.1.2,ECOD_X_866,NO_X_NAME,B:0-153
3h5q_A,e3h5qA1,184.1.1.1,ECOD_X_184,NO_X_NAME,A:-2-70
3h5q_A,e3h5qA2,325.1.3.1,ECOD_X_325,alpha/beta-Hammerhead/Barrel-sandwich hybrid,A:331-433
3h5q_A,e3h5qA3,7544.1.1.1,ECOD_X_7544,NO_X_NAME,A:71-330
3h8t_A,e3h8tA1,3077.1.1.1,ECOD_X_3077,NO_X_NAME,A:35-216
3h93_A,e3h93A2,2485.1.1.56,ECOD_X_2485,Thioredoxin-like,"A:1-69,A:132-192"
3h93_A,e3h93A3,3009.1.1.8,ECOD_X_3009,Insertion subdomain in DsbA-like,A:69-131
3hdj_B,e3hdjB1,2003.1.1.94,ECOD_X_2003,Rossmann-like,B:102-285
3hdj_B,e3hdjB2,3692.1.1.1,ECOD_X_3692,NO_X_NAME,"B:0-101,B:286-310"
3hfw_A,e3hfwA1,528.1.1.1,ECOD_X_528,NO_X_NAME,A:1-357
3hgl_A,e3hglA1,3193.1.1.1,ECOD_X_3193,NO_X_NAME,A:1-78
3hlz_B,e3hlzB1,3859.1.1.1,ECOD_X_3859,NO_X_NAME,B:136-268
3hlz_B,e3hlzB2,881.1.1.3,ECOD_X_881,Mog1p/PsbP-like,B:0-135
3hms_A,e3hmsA1,390.1.1.2,ECOD_X_390,NO_X_NAME,A:36-126
3ho6_A,e3ho6A1,7575.1.1.5,ECOD_X_7575,NO_X_NAME,A:5-259
3hol_A,e3holA1,3335.1.1.3,ECOD_X_3335,NO_X_NAME,A:24-131
3hol_A,e3holA2,5084.1.1.16,ECOD_X_5084,Outer membrane meander beta-barrels,A:132-293
3hol_A,e3holA3,3335.1.1.2,ECOD_X_3335,NO_X_NAME,A:294-384
3hol_A,e3holA4,5084.1.1.16,ECOD_X_5084,Outer membrane meander beta-barrels,A:385-528
3hvv_A,e3hvvA1,2485.1.1.34,ECOD_X_2485,Thioredoxin-like,A:2-168
3hxw_A,e3hxwA1,613.1.1.1,ECOD_X_613,NO_X_NAME,A:255-441
3hxw_A,e3hxwA2,314.1.1.14,ECOD_X_314,NO_X_NAME,A:1-254
3i94_A,e3i94A1,867.1.1.2,ECOD_X_867,NO_X_NAME,A:1006-1248
3ib5_A,e3ib5A1,3535.1.1.2,ECOD_X_3535,NO_X_NAME,A:40-261
3ib5_A,e3ib5A2,3535.1.1.1,ECOD_X_3535,NO_X_NAME,A:262-381
3ic3_B,e3ic3B1,3348.1.1.3,ECOD_X_3348,NO_X_NAME,B:-1-93
3ig9_C,e3ig9C1,3101.1.1.1,ECOD_X_3101,NO_X_NAME,C:2-76
