name,split,sequence_sha256,length,source_neq_row,label_mapping_method,exact_sequence_group_id,mmseqs_cluster_id,ecod_x_ids,union_group_id
4wlr_B,train,812ce5048ee6f6f08f1c367a35e56654e354c9f220f09363677781bdea83f70f,102,738,unique_sequence,exact_1090,mmseqs_1047,ECOD_X_3206,union_0574
4wrp_A,train,51766daa21d9a47abd71792f6b7daf740a2b33c6ce7ba871ecf341fbed4f0ea6,122,502,unique_sequence,exact_1091,mmseqs_1048,ECOD_X_3486,union_0575
4xb6_E,train,d646f7b19527e83478a6640ad13dfd9e51b78996ea8b2a8e5451915c3188c090,150,887,unique_sequence,exact_1097,mmseqs_1053,ECOD_X_3994,union_0576
4xb6_F,train,6db49dea20b9f3250608ac3e595795bc5e94c0bbcf14dfafba9cf7f55d6194a4,194,1337,unique_sequence,exact_1098,mmseqs_1054,ECOD_X_7578,union_0577
4xb6_H,train,72aca41a45d58896ad476bb34808efadc8325384ed30e78995467d1d08f8b8b7,281,691,unique_sequence,exact_1099,mmseqs_1055,ECOD_X_3993;ECOD_X_7578,union_0577
4xo1_A,train,16582b7b65c82d619e87895ea2801b1e4cf624f9eed7e340c0216f65bd5d6f52,60,102,unique_sequence,exact_1102,mmseqs_1058,ECOD_X_3976,union_0578
4y7s_A,train,1ccb0942cf1787afd546965b3d99cafd2b73aefaf48fea43d982019df356534b,111,421,unique_sequence,exact_1105,mmseqs_1061,ECOD_X_3985,union_0579
4ykd_A,train,3803053f9d98828daa18dbcf8d897fb7e7f168ee9978f509c107c31e350b0672,96,729,unique_sequence,exact_1108,mmseqs_1064,ECOD_X_509,union_0580
4yxp_A,train,923b609c746b44200a554de711960708d1a9b899d0ffcce7f136333260115e6f,275,1131,unique_sequence,exact_1112,mmseqs_1068,ECOD_X_3977,union_0582
4z9p_A,train,2eb723dabaff96bbecf821f96fe882fa4a785414837354a21840b10508fd012b,317,15,unique_sequence,exact_1115,mmseqs_1071,ECOD_X_566,union_0584
4zav_A,train,99943fc1ce08e7da2e7104dbe521a95b2ad132e6a3b2034d9c419a733933e6cc,209,1328,unique_sequence,exact_1118,mmseqs_1073,ECOD_X_7564,union_0585
4zds_B,train,db5370172ac99823b5ddcb3983f4cc379cffdc42ba687692dd76f769b36c9c90,134,617,unique_sequence,exact_1119,mmseqs_1074,ECOD_X_4996,union_0586
4zi3_D,train,b6b5d660ea6c1357a9bfcf00d718a98e18fbea6d09cc9ce71fb8991b547522cb,133,699,unique_sequence,exact_1120,mmseqs_1075,ECOD_X_3069,union_0587
4zya_A,train,a21dd60f0373973cdb955e3a234f4ac6cf507e0a59c33f0ee4b3155dc144c051,77,885,unique_sequence,exact_1122,mmseqs_1077,ECOD_X_1089,union_0589
5a5y_A,train,524d59a0562056b058f76d006a8e484fb7a97cf98253bffd615333d57886744a,212,948,matched_original_atlas_neq,exact_1124,mmseqs_1079,ECOD_X_868,union_0590
5a67_A,train,524d59a0562056b058f76d006a8e484fb7a97cf98253bffd615333d57886744a,212,254,matched_original_atlas_neq,exact_1124,mmseqs_1079,ECOD_X_868,union_0590
5b1n_A,train,a80463f529955dc80afa23067f01f7e49571e0f5a6ef6475692faf692407954d,69,1052,unique_sequence,exact_1125,mmseqs_1080,ECOD_X_605,union_0591
5b1q_B,train,c23a7579ec6725bab4dd1bc8b3cba2719d706bfd81ca91da50479c83cfa07b31,459,1216,unique_sequence,exact_1126,mmseqs_1081,ECOD_X_1063,union_0592
5b3p_A,train,3d70a7768f68250921bd44b5c56aa683be9a2fe135643bf26c9df40aa20910b3,134,1017,unique_sequence,exact_1127,mmseqs_1082,ECOD_X_4272,union_0593
5b5i_B,train,c319295731810d1e6180c3c0832545fd9cf64cd94e7306fbf910b77c52c5ee3c,74,584,unique_sequence,exact_1128,mmseqs_1083,ECOD_X_539,union_0594
5bnh_A,train,8675b7e7d8bac3aa92a0576211efcfb7ae9fcdb73396ebad92158d908d507570,123,419,unique_sequence,exact_1129,mmseqs_1084,ECOD_X_3468,union_0595
5btz_A,train,5950c4b94f4ee4a6a68acaae4dd04e722048f11426701c96668ff451d86c8fbd,139,970,unique_sequence,exact_1131,mmseqs_1086,ECOD_X_3975,union_0597
5by8_B,train,467a0c2d19e18bb50b168df2848c9d2f730319b17dd6edc68c0306c978cff73e,85,1113,unique_sequence,exact_1132,mmseqs_1087,ECOD_X_1017,union_0598
5cyz_C,train,f5a3bbab50e691a58944f287d1ee4d8baf3369d4b6dadb3457156ee5841d72ed,105,673,unique_sequence,exact_1137,mmseqs_1091,ECOD_X_4208,union_0599
5dbl_A,train,533dc5a343982ef22c32802279ed6eab9b2eb600e0e3249cd22800ac97e8e3fd,132,122,unique_sequence,exact_1138,mmseqs_1092,ECOD_X_706,union_0600
5dje_B,train,93f6eeecc2662994c568569db8488b8106b7ad35448e95e9cf2b40aaf856f131,140,1146,unique_sequence,exact_1139,mmseqs_1093,ECOD_X_1108,union_0601
5e5y_C,train,8fd6ca34b3e92748501b4d92a0c30f6e385921ffa6f95579d7df2b5e683373b0,63,399,unique_sequence,exact_1143,mmseqs_1097,ECOD_X_397,union_0603
5eqz_A,train,a9dba97a83995c6c4c2886c8070b640b8090f094557c924093e55e2874a86e99,146,646,unique_sequence,exact_1149,mmseqs_1102,ECOD_X_1026,union_0605
5exh_C,train,bc87c7381ee63b13754da0870228ac4b81c2efef6cce39180ebc84426da990d1,47,1319,unique_sequence,exact_1152,mmseqs_1105,ECOD_X_3109,union_0606
5ezu_A,train,ecc292aef60e914305db5777923897ff4a6593bb5e7ac92fd4be358a8b71c63a,89,211,unique_sequence,exact_1153,mmseqs_1106,ECOD_X_1133,union_0607
5ggl_A,train,f73fe4b6e81547aa9b155844412196a46e1bc58b403865e2f82a2c8ef08c2638,164,504,unique_sequence,exact_1157,mmseqs_1109,ECOD_X_3570,union_0608
5gv0_A,train,835155486f8db1b48ffddf54b91c200c0fa872c0f6f3c8a04d89caff07ab42fc,168,35,unique_sequence,exact_1159,mmseqs_1111,ECOD_X_3369,union_0609
5h1n_B,train,a27b76f3acdcc7f4523e4a9bebed635ebefe8b1410a11f411f5f7f9b9349b769,74,1362,unique_sequence,exact_1161,mmseqs_1113,ECOD_X_1191,union_0610
5h2d_A,train,f098e1901dcccf41113ca0950889357d9505c9512a68332ad8851cddfd2d8b1f,435,363,unique_sequence,exact_1162,mmseqs_1114,ECOD_X_4291,union_0611
5h6x_A,train,665c233574c3eaa5f29b89abc06e5da980b6bcea542c0120b6e8cb685b4cce15,100,136,unique_sequence,exact_1163,mmseqs_1115,ECOD_X_142,union_0612
5hqh_A,train,1f14fb0a017c5d0794cea572b8fc1ae84878c6e0cfb6be2da15fb83032e4df8f,109,770,unique_sequence,exact_1167,mmseqs_1119,ECOD_X_240,union_0614
5i8j_A,train,1cace83713fd3589ac1e3116c6f1fb6b8c46f39da8c0f1e631df96e1c4674148,64,309,unique_sequence,exact_1170,mmseqs_1122,ECOD_X_3986,union_0615
5iff_A,train,db8419d9cbd2e144bce378eee5702e2f8ee56cd49463362572eacf74831a3134,220,543,unique_sequence,exact_1171,mmseqs_1123,ECOD_X_6023,union_0616
5imu_A,train,f82a7fe15dd3f2fa2412efd79e459d0ef59366c85a94b20627f0ac69297fddc2,227,765,unique_sequence,exact_1174,mmseqs_1125,ECOD_X_1152;ECOD_X_1153,union_0617
5iqj_C,train,5830af0a5799faa6669040fab15e5d8e0e7c5dd85935c647109a0c4cb3762b2e,134,1174,unique_sequence,exact_1175,mmseqs_1126,ECOD_X_4070,union_0618
5j2l_B,train,e935e7ffa63b2ffb7f6215e03794f07f30936f77d4338cb2ca27fc6ddfeb6e16,81,489,unique_sequence,exact_1177,mmseqs_1128,ECOD_X_627,union_0619
5jx1_A,train,70876bc889798a4db1bc8856cd54b987af9fe6d3e9f9453c68cc478cebc412b0,75,238,unique_sequence,exact_1185,mmseqs_1135,ECOD_X_4307,union_0620
5klh_A,train,f4509d336f3c5f8cc86f5823955a2a892dc1ac2fe6d885f5c16bce0a6d35ff29,231,125,unique_sequence,exact_1190,mmseqs_1139,ECOD_X_1169,union_0622
5kwb_A,train,1ea4b029f2f07c386a71ec0828755f455cd572e4b5fb14c1331632f65769cbc7,371,474,unique_sequence,exact_1193,mmseqs_1141,ECOD_X_1043;ECOD_X_4169,union_0624
5l87_A,train,1b96c123567572c9847df1600522a40323c3412b70dd90f832992e19d4d56eb2,69,441,unique_sequence,exact_1195,mmseqs_1143,ECOD_X_3546,union_0625
5m1m_A,train,806711b91adc9d4603165dac24653bc0f4c2053b2ebcc56c31f3e2f84b21f031,155,483,unique_sequence,exact_1198,mmseqs_1146,ECOD_X_554,union_0626
5n6y_C,train,7c7c547316c2db97032b168fbfbc2b9d5c1305fb9d357af4ecaae2ea0d5230a3,113,693,unique_sequence,exact_1205,mmseqs_1152,ECOD_X_1176,union_0627
5ngd_B,train,5c3f6305ca2abbe1bedeef76e0f67475b140d60d21b9628bd00d5d21cb82dd2f,417,1268,unique_sequence,exact_1207,mmseqs_1153,ECOD_X_4038;ECOD_X_4056,union_0628
5njc_D,train,e572312c1e154356da2a0e0fd21bcdae9b0b2decadcecc8278b9b6c3a44d613a,450,368,unique_sequence,exact_1209,mmseqs_1155,ECOD_X_3053;ECOD_X_512,union_0629
5noh_A,train,e0a8d5ac26b7b349094e4d0ecae6296786fe57e2fb7ac748375ef98c004e2b58,103,1078,unique_sequence,exact_1211,mmseqs_1157,ECOD_X_3418,union_0630
5oh5_A,train,4b4abe4a7313bd17121df54d0e596189dc89eacee9b478b633ddebabd49ca3a4,283,404,unique_sequence,exact_1214,mmseqs_1160,ECOD_X_5088,union_0631
5t2p_B,train,c68ef7bd6358c69145f94501bdb13852fba1a092704c2c3c5d17e1ce6063ef8e,155,454,unique_sequence,exact_1221,mmseqs_1165,ECOD_X_625,union_0633
5v03_B,train,2e938254667ffc061a76345e736930169b181208b8c07c2e752a71717557c4d3,102,911,unique_sequence,exact_1228,mmseqs_1171,ECOD_X_5055,union_0634
5vap_A,train,fe1edfe0d31e6d767daa3f9a2a99a0ed83184d071749e6306679f0316f2cbb6c,112,1126,unique_sequence,exact_1231,mmseqs_1174,ECOD_X_3432,union_0635
6lus_A,train,8ca66df75c8ad42d6e7d22ef01710c1322a2217041cf6a5bccf831604670abbc,133,739,unique_sequence,exact_1309,mmseqs_1174,ECOD_X_3432,union_0635
5w4a_B,train,3521d2017676ed7dfcb2d5803f972e41f0dbaa20a38c8f6ef1a053203b47f01d,216,521,unique_sequence,exact_1234,mmseqs_1176,ECOD_X_7030,union_0636
5w53_B,train,4df005a85c43f845cba3441178cce36f1526d1dfebcf8ff2ff8a6ff89e0432c5,307,244,unique_sequence,exact_1235,mmseqs_1177,ECOD_X_3903,union_0637
5w5c_A,train,f6116cf7ffa4e7a9944de017c79119a9044fd8922a2d6ba187c2e18e78eb2b76,40,226,unique_sequence,exact_1236,mmseqs_1178,ECOD_X_3100,union_0638
5w82_E,train,c2af66b2d830c10051a222516ebda67331b54a3c772d8b0f411ac0621ed162f4,103,1252,unique_sequence,exact_1237,mmseqs_1179,ECOD_X_7057;ECOD_X_7058,union_0639
5wfy_A,train,bd410ba265c65c23832017640aa5c29c98ba6f5b44da083e7b299b9d14b1be71,136,903,unique_sequence,exact_1238,mmseqs_1180,ECOD_X_4095,union_0640
5x1e_D,train,298ef5c225ec987ead26b8816ba987439fe3d30fafbc933446f6bb62a61fb853,111,356,unique_sequence,exact_1243,mmseqs_1184,ECOD_X_1163,union_0642
5x1u_B,train,8d49ce85e2b9b0c40a9ff738fb1ba87b38d3df5c0239ab64b4cd19cf64bd4982,208,694,unique_sequence,exact_1244,mmseqs_1185,ECOD_X_1165,union_0643
5xbc_B,train,37ee4ab24bf3034754b0d0edbb4ac1b976ccf8f2c467d1ba2c29cd1daf8aa4cc,118,927,unique_sequence,exact_1245,mmseqs_1186,ECOD_X_4356,union_0644
7k7p_B,train,965dfead85d47edd78a71d8a407f278c09d426a77d7f0454304d3155e3fc84db,118,742,unique_sequence,exact_1358,mmseqs_1293,ECOD_X_4356,union_0644
5ydn_A,train,ec5cdd8ca6a8e80d6138512901a09e03f72349f0425edc0f70ed593c349fd095,109,761,unique_sequence,exact_1247,mmseqs_1188,ECOD_X_4275,union_0645
5ygh_A,train,1515a51b12d6e7cb19fbec405ee0ee4c50c64bf1da65ff93399e298fe77831cc,76,426,unique_sequence,exact_1248,mmseqs_1189,ECOD_X_157,union_0646
5yrv_I,train,4c06652e8aa5581bb74d5eed0fce7f4f12b079eee52733e52ffcc7c5ea9d83fb,137,868,unique_sequence,exact_1249,mmseqs_1190,ECOD_X_623,union_0647
5z42_A,train,0d1a0e0fc518c72fc5b76dbc7998912823278e565f1ba4c3f2cc12865112c829,102,0,unique_sequence,exact_1251,mmseqs_1192,ECOD_X_4337,union_0648
5z51_A,train,9e9aa04c24502084ee2e6223f24579b276cac9c5ee1f07879662cfa4c63ed715,162,576,unique_sequence,exact_1252,mmseqs_1193,ECOD_X_507,union_0649
5zlq_A,train,95aadf27ddf03e523b4099656d1d450355f545a1ebbdcdb35bd8e8c5f0bdcbcf,162,918,unique_sequence,exact_1253,mmseqs_1194,ECOD_X_4135,union_0650
5zmo_A,train,e59a77b714d825f7f0497fecae7f9ff48033f20fdefd8a2a6ce88d5924de4fc6,172,300,unique_sequence,exact_1254,mmseqs_1195,ECOD_X_7070,union_0651
6anz_A,train,38ea6f5df1a9911abc544111f8e93f4447c849b5de9f9ade5c277ff30647d856,146,861,unique_sequence,exact_1258,mmseqs_1198,ECOD_X_1185,union_0652
6bk4_A,train,e98a769058e257bfc1fc1ec862f6874110c1a860c9e383df2f7dccf62a72a29a,124,1036,unique_sequence,exact_1264,mmseqs_1203,ECOD_X_1016,union_0654
6bn0_A,train,64173c95c292f387f1ed9298177ac830e168d22169105be92f5e06e93f2bb675,79,243,unique_sequence,exact_1266,mmseqs_1204,ECOD_X_394,union_0655
6c0h_A,train,2f8f079a04c508cd75c3a1ca4649e8e307e621c0e35196104633152dd9baa42a,121,346,unique_sequence,exact_1268,mmseqs_1206,ECOD_X_7024,union_0656
6c62_C,train,1fb93952b38ec8acfbde539f288a509c6420caea6f0e4b389daa33017f2a08c1,68,888,unique_sequence,exact_1269,mmseqs_1207,ECOD_X_4993,union_0657
6cb7_A,train,98007d2268588c93ed6aa969dc840d0c7bd892f1b0d24a3c36a4a8d4c1aab905,122,440,unique_sequence,exact_1270,mmseqs_1208,ECOD_X_7034,union_0658
6cka_B,train,999c036686a4b17072f89752b0b9e41f2d0dda7354608ef4ed91645b493cfb77,68,1293,unique_sequence,exact_1271,mmseqs_1209,ECOD_X_7032,union_0659
6crk_G,train,bb5274ad0cdb9a05ae99ad6549e02111132ee9c29300afc889eb0147e210af9e,71,146,unique_sequence,exact_1272,mmseqs_1210,ECOD_X_153,union_0660
6d7y_A,train,fc038fb201e8bb8f21159dd9c31d22b1c523736d323a4411e9c3513fe4edf467,96,178,unique_sequence,exact_1273,mmseqs_1211,ECOD_X_1205,union_0661
6d7y_B,train,82e0af74741b2cad1ae713d8f55b32cd2a0d23ccbad8f8f065c69199f5ca5eb5,155,420,unique_sequence,exact_1274,mmseqs_1212,ECOD_X_7075,union_0662
6dgk_B,train,c739a3a4d019a80311e7e38ea74eb51f7f7b590cfe946e9f8db9e083e0adf5e5,120,1135,unique_sequence,exact_1275,mmseqs_1213,ECOD_X_4258,union_0663
6dlm_A,train,2a160c6e816a89ca9b7dc0ab5f491db11080b10560994c473098a2aa56cf11fe,75,538,unique_sequence,exact_1276,mmseqs_1214,ECOD_X_4992,union_0664
6dnm_A,train,94f768f84cae4a53247fb9b182d5b5cf8f0a76ae3551b3b9873f8f1e0cd8cc5a,190,248,unique_sequence,exact_1277,mmseqs_1215,ECOD_X_7059,union_0665
6e33_A,train,92923efd2ce9513778e57057cb9589347bcd641d07c7e3ebbb5426d3788a06ba,61,1369,unique_sequence,exact_1278,mmseqs_1216,ECOD_X_373,union_0666
6e7e_A,train,516014143ec73fd702d0ae1da8ed2fc693e797bbc7c4a5ebdc08ec82b09479ab,169,172,unique_sequence,exact_1280,mmseqs_1218,ECOD_X_3755,union_0667
6fc0_B,train,6c301e12f560b23fb00f3f12b7513e1ff395858de5197e39dccbd8ac4e9548a3,81,1242,unique_sequence,exact_1284,mmseqs_1222,ECOD_X_542,union_0668
6fub_B,train,5ed580384d69e4afe7be88779dff17f2f0b243aea43eab7736177097fddcc367,93,153,unique_sequence,exact_1286,mmseqs_1223,ECOD_X_3363,union_0669
6h86_A,train,ce90fc41848e5faa0a88eb7df8f40c69663fcd18d655130fe2fa25922487a6ae,88,428,unique_sequence,exact_1291,mmseqs_1228,ECOD_X_3920,union_0670
6hem_A,train,2efe640a5fc747df21eb57fb0fd92dfe137e29c1294bb4ffb7445ea30d0abda3,303,1054,unique_sequence,exact_1292,mmseqs_1229,ECOD_X_7071,union_0671
6in7_A,train,2d63591510df0d0f6429d007b198ed8fdab59e272470da0b7545fbb2b13ea237,81,797,unique_sequence,exact_1296,mmseqs_1233,ECOD_X_564,union_0672
6jpt_A,train,79d2463c8acf45633d510db5e7e97e62956456a45077c80daec252c1dd5b3e37,122,830,unique_sequence,exact_1299,mmseqs_1236,ECOD_X_3662,union_0674
6jv8_A,train,fe82205469d5222acaf2befa8610f50c4d2983ebb7097dd55e365d13f68b0c89,76,890,unique_sequence,exact_1300,mmseqs_1237,ECOD_X_529,union_0675
6l34_A,train,09da78b6d97aaeb0d4790af09d1b4734664629709b54731d23e215653d5cae0d,68,714,unique_sequence,exact_1303,mmseqs_1240,ECOD_X_190,union_0676
6l4p_B,train,d1826971b6df4af23e011fe204268ecd5341b4aef0207ce8b1b7456f1519a2c8,145,1043,unique_sequence,exact_1306,mmseqs_1243,ECOD_X_3187,union_0677
6o2v_A,train,2493cd9616022a7870648525d810035d02bd296eb801505ad2b9db800ff10a01,135,562,unique_sequence,exact_1314,mmseqs_1250,ECOD_X_7080,union_0678
6odd_B,train,82a6152b43250d28a5f67ebcceb9711378171d1874a3f771a1e37b4139628595,74,625,unique_sequence,exact_1316,mmseqs_1252,ECOD_X_1128,union_0679
6okd_C,train,2cce27e8aea25299162f1746474774a9d0f24715606dd0c8bde3562a42a98835,51,181,unique_sequence,exact_1317,mmseqs_1253,ECOD_X_5071,union_0680
6ono_C,train,b25b03cd04078da6dc319ca2f6bd5009e6e384860ee1e3e3ffadb799e237c302,76,96,unique_sequence,exact_1318,mmseqs_1254,ECOD_X_1022,union_0681
6p5h_A,train,d6ba2a7261fc8ef11945c9b7045c24e83cfd432418b378f1d25b4b53b496e9bf,105,213,unique_sequence,exact_1321,mmseqs_1257,ECOD_X_1103,union_0682
6pce_B,train,8dc884e0f5d15796499473ca0f5b8e2badb04c4d4eb7bd34ee8d297e07645bcd,70,383,unique_sequence,exact_1323,mmseqs_1259,ECOD_X_540,union_0683
6pxz_B,train,7b5a32211e2a7e4a96e41a7e52eca4016a41a623abe15d530226c5333f42f2be,104,85,unique_sequence,exact_1325,mmseqs_1261,ECOD_X_3855,union_0684
6ro6_A,train,603ee7dc24b0e4e4ded288482470bf9bb251846eaca3487f2db704b8e82d4695,58,1340,unique_sequence,exact_1330,mmseqs_1266,ECOD_X_7112,union_0685
6rwt_A,train,6b23b4d95736664b773e72e67b5c6374fd606a8e8712f8b80c3c3573599570c1,184,171,unique_sequence,exact_1332,mmseqs_1268,ECOD_X_7111,union_0686
6vjg_A,train,2ede6dcbd8d69b79497e3a539e8bb75bcc2f9f6443ea3962736abe3fc57cba33,110,449,unique_sequence,exact_1337,mmseqs_1273,ECOD_X_3983,union_0687
6yhu_B,train,c26df6dd0f9d06c13f9ee45e5118e486fc5786cd4363712ffba44afc29d88d2f,117,630,unique_sequence,exact_1342,mmseqs_1278,ECOD_X_4315,union_0688
7a66_B,train,b54208c5ec889de034557fb0a799c052c4b8f58038ecdf30d10e961045bf67dd,86,1211,unique_sequence,exact_1345,mmseqs_1281,ECOD_X_3501,union_0689
7aqx_A,train,0c6f58c3dabdd9ddffc2839e16e04ef6e477f8a4859f4d5ffcea4496538fee42,364,828,unique_sequence,exact_1347,mmseqs_1283,ECOD_X_1189,union_0690
7bwf_B,train,149155f6f5c2304d27f08d202efa4d40f834cea07a21ff5343d634cc467bc5df,92,476,unique_sequence,exact_1350,mmseqs_1285,ECOD_X_4267,union_0691
7dmn_A,train,e4a975b7debcd2714211e7443d8ee6b20ce64f1847a4726d8b5b1a8b1f8bb237,377,215,unique_sequence,exact_1352,mmseqs_1287,ECOD_X_4252,union_0692
7ead_A,train,8afaeb3dce617fd9602039aae5dd5761e595e7ee613eaa698278751a11b746e1,135,468,unique_sequence,exact_1353,mmseqs_1288,ECOD_X_3437,union_0693
7jfl_C,train,052578e186430048a32709a16d3237c5bdeb40e5383b94772f7cf9ac91b15bca,47,1230,unique_sequence,exact_1356,mmseqs_1291,ECOD_X_587,union_0694
7jrq_A,train,0e42ba3a61142b747abb450689aa427c19887b5519679c8864146ced548ae903,131,169,unique_sequence,exact_1357,mmseqs_1292,ECOD_X_3684,union_0695
7n0j_E,train,74d60c409ec15fe13f8bf736f218eb9d05d61d505d55b8889728fb2ebe32e0fb,101,1106,unique_sequence,exact_1363,mmseqs_1296,ECOD_X_3982,union_0696
7nmq_A,train,334cd0c10ee14b4e88236d513c93c26a8a1f928d428698507e257a8162cef172,365,333,unique_sequence,exact_1365,mmseqs_1297,ECOD_X_3758,union_0697
7p41_D,train,b6202f3e3bd9c5e85f790a15cd2e2535f61ffb1e9e8b8d257caa1a1258006be6,448,1028,unique_sequence,exact_1367,mmseqs_1299,ECOD_X_4161,union_0698
7p46_A,train,da64a49b9729a424e75b5a4ed48ba34794c443367a71f50bb87295462eb85e04,282,259,unique_sequence,exact_1368,mmseqs_1300,ECOD_X_4229,union_0699
7rm7_A,train,34c10d608834e796a0d705c11e73e966e6ae6262e208ab563f26097e5b235ce5,228,1124,unique_sequence,exact_1370,mmseqs_1302,ECOD_X_590,union_0700
1b25_D,validation,6e5de0e5c01324540b4f0697863ca252b9caeea1da88df90bf4686db57394af3,619,664,unique_sequence,exact_0007,mmseqs_0007,ECOD_X_169;ECOD_X_806,union_0007
4z3x_A,validation,13184fe1716277952874f48cef0e2c2089472d1ae079824fe2ebe7490c5fe24d,653,865,unique_sequence,exact_1113,mmseqs_1069,ECOD_X_169;ECOD_X_806,union_0007
1c52_A,validation,1b2147980e1a8a08be3928ae4deb425116f1c908db1f562e5cebe87f100e760b,131,251,unique_sequence,exact_0018,mmseqs_0018,ECOD_X_107,union_0017
2gc4_L,validation,bf797cb9fee451606bc31ffd2e44316ca18812c37cb9f31fb7dc9882ab7e17dc,147,1022,unique_sequence,exact_0406,mmseqs_0397,ECOD_X_107,union_0017
1coj_A,validation,373e83a60cf1ecbae87fd7d26db8b68f23aff6870473f9a02d351619959e7e30,212,94,unique_sequence,exact_0021,mmseqs_0021,ECOD_X_192;ECOD_X_228,union_0019
1ix9_A,validation,d7eb06830cce990a3ae437027435fea78d9324cef45b3261c3b915630de2f1b7,205,544,unique_sequence,exact_0095,mmseqs_0095,ECOD_X_192;ECOD_X_228,union_0019
2e5y_B,validation,e65ce372c3d3e242cdb926a99895331fa18efd214adeffcb5ab2322accc9d19a,133,637,unique_sequence,exact_0372,mmseqs_0364,ECOD_X_192;ECOD_X_56,union_0019
6ypi_A,validation,b137104dceac04c52bddd040a23ec174d562230700985b713efeb562326a7fa8,97,423,unique_sequence,exact_1343,mmseqs_1279,ECOD_X_192,union_0019
1ctf_A,validation,068338b1883385d54fba253debf64270d25d45e2802add7af2c1430f95203dcb,74,687,unique_sequence,exact_0023,mmseqs_0023,ECOD_X_308,union_0021
1dd3_B,validation,4663d164e1bce2412cc88503c9a0544b5019660618c2a6ecdb77f8d37b121f3d,128,784,unique_sequence,exact_0029,mmseqs_0029,ECOD_X_156;ECOD_X_308,union_0021
1jke_C,validation,67c201851e1493d9fa9cdc1641caa4bf82e5aeb786d8a8e5c8e5aae554cf90b0,145,607,unique_sequence,exact_0104,mmseqs_0104,ECOD_X_2494,union_0021
1rgz_A,validation,7791e6484b71c5c0ea0da7f370f1fad895ff3e3212106d4024c2cc40c1fa1dba,363,322,unique_sequence,exact_0202,mmseqs_0202,ECOD_X_223;ECOD_X_4019,union_0021
2bmo_B,validation,71377389be8d404e88927b393aee4760970fa35506f67622411b07de822b7c3f,194,870,unique_sequence,exact_0349,mmseqs_0342,ECOD_X_243,union_0021
2ex2_A,validation,434fcbee74c0733de4823b2ecfd2376539bc586026a4df30b78355493ae265ce,458,965,unique_sequence,exact_0385,mmseqs_0377,ECOD_X_223;ECOD_X_2494;ECOD_X_4019;ECOD_X_4334,union_0021
2i9w_A,validation,12dc7ee251fd0117371a768cceb1c33031e49e43fbeaa2bcab25d20968566897,184,574,unique_sequence,exact_0438,mmseqs_0426,ECOD_X_243;ECOD_X_4236,union_0021
2v0u_A,validation,4a6ddb6feb45d4f878f6452df1e11bed600d81f74096f5ab64ba8e92251302ef,146,602,unique_sequence,exact_0553,mmseqs_0534,ECOD_X_223,union_0021
3a3d_B,validation,89b3def1e0fd066c9feb983094707f37a89e3fd9d991404e02862bfb49d7b4cc,453,1342,unique_sequence,exact_0651,mmseqs_0377,ECOD_X_223;ECOD_X_2494;ECOD_X_4019;ECOD_X_4334,union_0021
3bec_A,validation,d3c21777872cb309a5085a679e42ad4590e3eefb54188841bc9eb57f66716ccb,363,816,unique_sequence,exact_0662,mmseqs_0636,ECOD_X_223;ECOD_X_4019;ECOD_X_51,union_0021
3mfd_A,validation,4600b015c0926e76c87762cfcfa4acf018edfa06f95b7ef1f5c046a5d6fc85be,334,436,unique_sequence,exact_0843,mmseqs_0811,ECOD_X_223;ECOD_X_4019;ECOD_X_51,union_0021
3mmh_B,validation,099b9fc7b9095d7b6bbdae6c4f8aa4f7b2bac5681549fe0bffcd07862a97fc5c,167,719,unique_sequence,exact_0847,mmseqs_0815,ECOD_X_223,union_0021
3mwz_A,validation,682d3c3b1ea6f14a8aae20fa320707ba8f25c1b5381d8ae6010d094b4285d70e,115,272,unique_sequence,exact_0853,mmseqs_0820,ECOD_X_243,union_0021
4cjn_A,validation,e193e85714e3f60103c7a13f82193d305a3a04d974c79321e599cbd2dd891270,642,547,unique_sequence,exact_0969,mmseqs_0932,ECOD_X_223;ECOD_X_243;ECOD_X_308;ECOD_X_3702;ECOD_X_4019,union_0021
4rr9_A,validation,1e6713d4e081f4f5db58346884fe0b5fa0d838afd288701974de4daaf9954eeb,136,572,unique_sequence,exact_1077,mmseqs_1034,ECOD_X_2494,union_0021
4xb4_A,validation,ed38ec7101f0139beb19365bf254f38a303119d569f9272a1ff74883d434a178,152,1215,unique_sequence,exact_1095,mmseqs_1051,ECOD_X_565,union_0021
4xb5_A,validation,5531933c634ab598afa5c10e32b5b0d3cc9c7e963a0187e0113c653dbc27665c,326,898,unique_sequence,exact_1096,mmseqs_1052,ECOD_X_243;ECOD_X_565,union_0021
7onn_A,validation,94c81315d858a4497407aca31d6f79dac725142ab2218f60f0e4b96b1e63ebe2,410,160,unique_sequence,exact_1366,mmseqs_1298,ECOD_X_223;ECOD_X_3702;ECOD_X_4019,union_0021
1ewf_A,validation,3d5bab96efca350e833f0afd70177069141aa7556d70cd2a49aa8c7bfd8e569b,456,1180,unique_sequence,exact_0045,mmseqs_0045,ECOD_X_883,union_0032
3e8t_A,validation,e98001d8b460e326b0565c0904fc60c181960bbc1d875ea7106c36f3f690406f,220,92,unique_sequence,exact_0711,mmseqs_0684,ECOD_X_883,union_0032
1fcz_A,validation,4eab90fd71acfe8ce19a5b45b36e9026b5f18059631adef9b8e6f25998a1f9b9,235,668,unique_sequence,exact_0051,mmseqs_0051,ECOD_X_188,union_0036
