protein,contact_record_present,mapping_accepted,status,error,mapping_status,alignment_identity,input_coverage,experimental_method,resolution_angstrom,pdb_file,contact_source_json,pdb_atom_count_first_model,water_primary_eligible,water_eligibility_reason,target_chain_ids,n_target_heavy_atoms,n_target_polar_atoms,n_foreign_chain_polar_atoms,n_ordinary_contact_edges,n_nonlocal_contact_edges,n_contact_communities,n_ecod_labeled_residues,n_ecod_domains,all_water_count,occupancy_pass_count,bfactor_pass_count,retained_water_count,excluded_foreign_chain_contact_count,protein_bfactor_median,protein_bfactor_scaled_mad,water_bfactor_limit
5j72_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5j72.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,11098.0,True,eligible,A,4864.0,1835.0,1835.0,3385.0,2112.0,16.0,638.0,5.0,1329.0,1329.0,1045.0,421.0,19.0,26.775,9.799985999999995,56.17495799999998
5ja5_A,True,True,ok,,aligned,1.0,0.9617224880382775,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5ja5.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1889.0,True,eligible,A,1675.0,596.0,21.0,871.0,475.0,9.0,201.0,3.0,156.0,156.0,153.0,117.0,0.0,34.58,11.371541999999996,68.69462599999999
5jak_A,True,True,ok,,aligned,1.0,0.9271523178807947,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5jak.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1225.0,True,eligible,A,1130.0,393.0,0.0,619.0,345.0,14.0,140.0,1.0,95.0,95.0,95.0,75.0,0.0,42.45,16.353078,91.509234
5jbg_A,True,True,ok,,aligned,1.0,0.9720588235294118,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5jbg.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,6123.0,True,eligible,A,5290.0,1986.0,242.0,3183.0,1872.0,20.0,660.0,4.0,268.0,268.0,263.0,176.0,29.0,35.44,10.00755,65.46265
5jca_S,True,True,ok,,aligned,1.0,0.9823943661971831,X-RAY DIFFRACTION,1.5,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5jca.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,13118.0,True,eligible,S,2170.0,781.0,1343.0,1414.0,859.0,8.0,279.0,3.0,1041.0,1041.0,286.0,119.0,15.0,14.56,4.470038999999998,27.970116999999995
5jx1_A,True,True,ok,,aligned,1.0,0.8533333333333334,X-RAY DIFFRACTION,1.67,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5jx1.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,612.0,True,eligible,A,541.0,191.0,0.0,238.0,116.0,6.0,64.0,1.0,71.0,71.0,43.0,39.0,0.0,12.51,6.997871999999999,33.503615999999994
5k6d_B,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.14,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5k6d.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1293.0,True,eligible,B,565.0,229.0,227.0,393.0,240.0,5.0,77.0,1.0,170.0,170.0,88.0,39.0,4.0,9.93,4.299539999999999,22.828619999999994
5kdv_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.93,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5kdv.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,7706.0,True,eligible,A,6851.0,2567.0,0.0,4571.0,2792.0,13.0,891.0,4.0,744.0,744.0,693.0,589.0,0.0,19.19,6.894089999999998,39.87226999999999
5kdw_B,True,True,ok,,aligned,1.0,0.9977401129943503,X-RAY DIFFRACTION,1.85,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5kdw.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,15811.0,True,eligible,B,6770.0,2530.0,2533.0,4542.0,2779.0,12.0,883.0,4.0,2060.0,2060.0,1024.0,454.0,16.0,18.54,5.337359999999999,34.55208
5kko_D,True,True,ok,,aligned,1.0,0.9454545454545454,X-RAY DIFFRACTION,1.55,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5kko.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,2794.0,True,eligible,D,434.0,155.0,752.0,191.0,90.0,9.0,52.0,1.0,216.0,212.0,212.0,19.0,6.0,21.939999999999998,14.255198999999998,64.70559699999998
5klh_A,True,True,ok,,aligned,1.0,0.9567099567099567,X-RAY DIFFRACTION,1.65,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5klh.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3866.0,True,eligible,A,1717.0,653.0,638.0,1057.0,618.0,14.0,221.0,1.0,462.0,462.0,380.0,172.0,11.0,16.43,6.315876000000002,35.377628
5kts_A,True,True,ok,,aligned,1.0,0.9967105263157895,X-RAY DIFFRACTION,1.34,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5kts.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,2789.0,True,eligible,A,2374.0,855.0,0.0,1545.0,942.0,13.0,303.0,3.0,394.0,394.0,155.0,140.0,0.0,12.01,4.729493999999999,26.198482
5kvk_A,True,True,ok,,aligned,1.0,0.9411764705882353,X-RAY DIFFRACTION,1.66,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5kvk.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,1335.0,True,eligible,A,1186.0,449.0,0.0,818.0,501.0,5.0,160.0,1.0,149.0,149.0,92.0,79.0,0.0,29.025,7.724345999999998,52.198038
5kwb_A,True,True,ok,,aligned,1.0,0.9811320754716981,X-RAY DIFFRACTION,1.91,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5kwb.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,5936.0,True,eligible,A,2853.0,1060.0,0.0,1809.0,1084.0,12.0,364.0,2.0,337.0,337.0,315.0,259.0,0.0,27.61,8.910425999999996,54.34127799999999
5l0s_A,True,True,ok,,aligned,1.0,0.9943977591036415,X-RAY DIFFRACTION,1.45,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5l0s.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,6843.0,True,eligible,A,2954.0,1047.0,116.0,1728.0,1021.0,13.0,355.0,2.0,377.0,377.0,261.0,214.0,7.0,21.31,8.050517999999999,45.46155399999999
5l87_A,True,True,ok,,aligned,1.0,0.8985507246376812,X-RAY DIFFRACTION,0.87,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5l87.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1198.0,True,eligible,A,485.0,181.0,0.0,272.0,151.0,4.0,62.0,1.0,133.0,133.0,29.0,23.0,0.0,7.56,2.253551999999999,14.320655999999996
5lpa_A,True,True,ok,,aligned,0.9962546816479401,0.9888888888888889,X-RAY DIFFRACTION,1.4,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5lpa.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,5088.0,True,eligible,A,2113.0,760.0,747.0,1259.0,731.0,9.0,267.0,2.0,697.0,693.0,616.0,230.0,6.0,18.83,8.791818000000005,45.20545400000001
5ltj_A,True,True,ok,,aligned,1.0,0.9845938375350141,X-RAY DIFFRACTION,1.78,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5ltj.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,6431.0,True,eligible,A,5638.0,2067.0,0.0,3402.0,1999.0,18.0,703.0,5.0,688.0,688.0,593.0,495.0,0.0,29.86,9.711029999999997,58.993089999999995
5m1m_A,True,True,ok,,aligned,1.0,0.9935483870967742,X-RAY DIFFRACTION,1.5,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5m1m.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1376.0,True,eligible,A,1205.0,449.0,0.0,717.0,412.0,6.0,154.0,1.0,169.0,169.0,102.0,92.0,0.0,23.38,5.070491999999997,38.591475999999986
5m45_K,True,True,ok,,aligned,1.0,0.9888423988842399,X-RAY DIFFRACTION,1.87,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5m45.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,56067.0,True,eligible,K,5463.0,2024.0,16840.0,3709.0,2294.0,15.0,709.0,5.0,4511.0,4511.0,4117.0,307.0,29.0,22.27,6.241746000000001,40.995238
5mdu_A,True,True,ok,,aligned,1.0,0.9745222929936306,X-RAY DIFFRACTION,1.02,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5mdu.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1446.0,True,eligible,A,1199.0,438.0,0.0,743.0,440.0,10.0,153.0,2.0,232.0,230.0,64.0,60.0,0.0,11.95,3.439631999999998,22.26889599999999
5mux_B,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5mux.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,23106.0,True,eligible,B,3683.0,1355.0,6740.0,2482.0,1541.0,14.0,472.0,2.0,1026.0,1026.0,963.0,140.0,19.0,15.68,6.582743999999999,35.428231999999994
5muy_B,True,True,ok,,aligned,1.0,0.9969512195121951,X-RAY DIFFRACTION,1.99,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5muy.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,5739.0,True,eligible,B,2616.0,944.0,944.0,1481.0,830.0,19.0,327.0,3.0,474.0,474.0,472.0,142.0,26.0,31.98,9.355205999999997,60.04561799999999
5n0n_A,True,True,ok,,aligned,0.9923857868020305,0.9609756097560975,X-RAY DIFFRACTION,1.76,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5n0n.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3376.0,True,eligible,A,3046.0,1109.0,0.0,1731.0,955.0,24.0,394.0,3.0,259.0,259.0,259.0,209.0,0.0,40.22,11.453085000000002,74.579255
5n0s_A,True,True,ok,,aligned,1.0,0.9780487804878049,X-RAY DIFFRACTION,1.95,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5n0s.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,6807.0,True,eligible,A,3098.0,1132.0,1138.0,1825.0,1026.0,19.0,401.0,3.0,524.0,524.0,524.0,179.0,72.0,41.045,11.994233999999999,77.027702
5n6y_C,True,True,ok,,aligned,1.0,0.9911504424778761,X-RAY DIFFRACTION,1.35,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5n6y.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,19033.0,True,eligible,C,936.0,348.0,5727.0,492.0,271.0,9.0,112.0,1.0,2249.0,2249.0,1334.0,29.0,28.0,19.035,5.270642999999999,34.846928999999996
5naz_A,True,True,ok,,aligned,1.0,0.9868995633187773,X-RAY DIFFRACTION,1.85,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5naz.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,1893.0,True,eligible,A,1752.0,654.0,0.0,1133.0,684.0,17.0,226.0,2.0,116.0,116.0,85.0,82.0,0.0,11.425,4.099389,23.723167000000004
5ngd_B,True,True,ok,,aligned,1.0,0.9616306954436451,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5ngd.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,13040.0,True,eligible,B,3069.0,1086.0,3276.0,1776.0,980.0,26.0,401.0,2.0,703.0,703.0,703.0,132.0,59.0,27.55,10.45233,58.90699
5nir_A,True,True,ok,,aligned,1.0,0.9324324324324325,X-RAY DIFFRACTION,1.74,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5nir.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1190.0,True,eligible,A,501.0,196.0,191.0,269.0,134.0,14.0,69.0,1.0,16.0,16.0,15.0,7.0,1.0,32.78,11.238108000000002,66.494324
5njc_D,True,True,ok,,aligned,1.0,0.9822222222222222,X-RAY DIFFRACTION,1.35,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5njc.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,16086.0,True,eligible,D,3322.0,1253.0,3980.0,2335.0,1454.0,8.0,442.0,3.0,2086.0,2086.0,618.0,156.0,17.0,14.645,2.868830999999998,23.251492999999993
5njl_A,True,True,ok,,aligned,1.0,0.9830508474576272,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5njl.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2525.0,True,eligible,A,2196.0,834.0,0.0,1384.0,807.0,11.0,262.0,3.0,229.0,227.0,225.0,189.0,0.0,34.795,9.992724000000003,64.77317200000002
5noh_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5noh.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1794.0,True,eligible,A,807.0,301.0,303.0,461.0,258.0,6.0,103.0,1.0,176.0,176.0,153.0,63.0,6.0,31.75,7.902257999999997,55.456773999999996
5o5s_A,True,True,ok,,aligned,1.0,0.9389312977099237,X-RAY DIFFRACTION,1.17,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5o5s.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1139.0,True,eligible,A,1003.0,355.0,0.0,592.0,349.0,5.0,123.0,1.0,129.0,129.0,44.0,39.0,0.0,14.07,4.67019,28.08057
5o9e_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.88,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5o9e.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,2384.0,True,eligible,A,1601.0,589.0,241.0,929.0,530.0,17.0,201.0,1.0,136.0,136.0,111.0,76.0,7.0,25.59,8.613905999999998,51.43171799999999
5oh5_A,True,True,ok,,aligned,1.0,0.9469964664310954,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5oh5.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2333.0,True,eligible,A,2146.0,798.0,0.0,1242.0,709.0,7.0,268.0,1.0,187.0,187.0,187.0,154.0,0.0,46.835,15.522821999999998,93.403466
5ok6_A,True,True,ok,,aligned,1.0,0.9521739130434783,X-RAY DIFFRACTION,1.3,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5ok6.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,4458.0,True,eligible,A,1793.0,655.0,715.0,975.0,542.0,18.0,197.0,2.0,649.0,649.0,226.0,100.0,19.0,14.13,4.418148,27.384444000000002
5ol4_A,True,True,ok,,aligned,1.0,0.99,X-RAY DIFFRACTION,1.28,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5ol4.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,6918.0,True,eligible,A,766.0,282.0,1966.0,468.0,273.0,5.0,99.0,1.0,782.0,782.0,206.0,18.0,4.0,13.11,2.5648979999999977,20.80469399999999
5op0_B,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.84,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5op0.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,5801.0,True,eligible,B,2618.0,959.0,957.0,1619.0,960.0,17.0,331.0,1.0,570.0,570.0,561.0,217.0,5.0,27.355,8.962316999999999,54.241951
5opz_A,True,True,ok,,aligned,1.0,0.9708029197080292,X-RAY DIFFRACTION,1.34,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5opz.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,2494.0,True,eligible,A,1068.0,396.0,396.0,616.0,353.0,9.0,133.0,1.0,355.0,355.0,122.0,55.0,6.0,9.04,3.3210239999999986,19.003071999999996
5ori_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.94,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5ori.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,4936.0,True,eligible,A,4643.0,1713.0,0.0,2725.0,1562.0,22.0,583.0,3.0,293.0,293.0,293.0,241.0,0.0,42.9,18.502847999999993,98.40854399999998
5osw_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.78,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5osw.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,5243.0,True,eligible,A,4643.0,1713.0,0.0,2707.0,1544.0,21.0,583.0,3.0,488.0,488.0,488.0,393.0,0.0,34.91,15.330084000000005,80.90025200000001
5pal_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.54,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5pal.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,935.0,True,eligible,A,841.0,309.0,0.0,498.0,283.0,6.0,108.0,1.0,92.0,92.0,22.0,19.0,0.0,9.3,2.861418000000001,17.884254000000006
5t2p_B,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.69,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5t2p.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,8012.0,True,eligible,B,1235.0,434.0,2081.0,641.0,334.0,14.0,155.0,1.0,608.0,608.0,493.0,82.0,10.0,31.28,9.043860000000002,58.41158000000001
5t76_A,True,True,ok,,aligned,1.0,0.9674418604651163,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5t76.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1731.0,True,eligible,A,1574.0,592.0,0.0,982.0,569.0,7.0,208.0,2.0,157.0,157.0,129.0,115.0,0.0,23.91,6.945981000000001,44.74794300000001
5txr_B,True,True,ok,,aligned,1.0,0.9694501018329938,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/5txr.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,15687.0,True,eligible,B,3698.0,1359.0,1365.0,2425.0,1479.0,19.0,472.0,3.0,775.0,775.0,646.0,259.0,44.0,18.225,6.642048000000002,38.151144
